Plot ID Number,6-Letter Code,Species Name,Alive dbh (cm),Dead dbh (cm),Native/Alien,,
TT-145,QUEALB,Quercus alba,56.90,,Native,,
TT-145,QUEALB,Quercus alba,80.01,,Native,,
TT-145,TILAME,Tilia americana,13.46,,Native,,
TT-145,TILAME,Tilia americana,16.26,,Native,,
TT-145,TILAME,Tilia americana,17.78,,Native,,
TT-145,TILAME,Tilia americana,22.10,,Native,,
TT-145,ULMAME,Ulmus americana,25.40,,Native,,
TT-145,ULMAME,Ulmus americana,,11.9,Native,,
TT-145,ULMAME,Ulmus americana,,13.0,Native,,
U-107,ACENIG,Acer nigrum,10.67,,Native,,
U-107,ACENIG,Acer nigrum,15.75,,Native,,
U-107,POPDEL,Populus deltoides,18.29,,Native,,
U-107,POPDEL,Populus deltoides,34.29,,Native,,
U-107,POPDEL,Populus deltoides,36.83,,Native,,
U-107,POPDEL,Populus deltoides,51.31,,Native,,
U-107,ULMAME,Ulmus americana,10.92,,Native,,
U-107,ULMAME,Ulmus americana,12.70,,Native,,
U-107,ULMAME,Ulmus americana,14.22,,Native,,
U-107,ULMAME,Ulmus americana,18.80,,Native,,
U-107,ULMAME,Ulmus americana,21.08,,Native,,
U-107,ULMAME,Ulmus americana,28.70,,Native,,
U-107,ULMRUB,Ulmus rubra,26.67,,Native,,
U-107,UNIDENTIFIED SP,Unidentified species,,16.3,-,,
U-110,ACENIG,Acer nigrum,10.92,,Native,,
U-110,ACENIG,Acer nigrum,12.45,,Native,,
U-110,ACENIG,Acer nigrum,13.21,,Native,,
U-110,ACENIG,Acer nigrum,23.88,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,23.88,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,24.13,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,26.16,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,28.96,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,29.46,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,30.48,,Native,,
U-110,FRAPES,Fraxinus pennsylvanica subintegerrima,,12.2,Native,,
U-110,PRUSER,Prunus serotina,22.35,,Native,,
U-110,PRUSER,Prunus serotina,23.37,,Native,,
U-110,TILAME,Tilia americana,10.16,,Native,,
U-110,TILAME,Tilia americana,11.43,,Native,,
U-110,TILAME,Tilia americana,14.99,,Native,,
U-110,TILAME,Tilia americana,22.35,,Native,,
U-110,ULMAME,Ulmus americana,13.21,,Native,,
U-110,ULMAME,Ulmus americana,16.26,,Native,,
U-111,ACENIG,Acer nigrum,10.67,,Native,,
U-111,ACENIG,Acer nigrum,17.78,,Native,,
U-111,ACENIG,Acer nigrum,,10.7,Native,,
U-111,CAROVT,Carya ovata,15.75,,Native,,
U-111,FRAAMA,Fraxinus americana,43.69,,Native,,
U-111,FRAAMA,Fraxinus americana,44.70,,Native,,
U-111,OSTVIR,Ostrya virginiana,11.43,,Native,,
U-111,OSTVIR,Ostrya virginiana,12.70,,Native,,
U-111,PRUSER,Prunus serotina,17.02,,Native,,
U-111,QUEALB,Quercus alba,19.30,,Native,,
U-111,QUEMAC,Quercus macrocarpa,96.52,,Native,,
U-111,QUERUB,Quercus rubra,59.18,,Native,,
U-111,QUERUB,Quercus rubra,67.06,,Native,,
U-111,TILAME,Tilia americana,22.35,,Native,,
U-111,ULMRUB,Ulmus rubra,12.19,,Native,,
U-125,ACENIG,Acer nigrum,20.07,,Native,,
U-125,ACENIG,Acer nigrum,32.26,,Native,,
U-125,ACENIG,Acer nigrum,39.12,,Native,,
U-125,OSTVIR,Ostrya virginiana,9.91,,Native,,
U-125,OSTVIR,Ostrya virginiana,10.41,,Native,,
U-125,OSTVIR,Ostrya virginiana,10.67,,Native,,
U-125,QUERUB,Quercus rubra,66.55,,Native,,
U-125,TILAME,Tilia americana,14.99,,Native,,
U-125,TILAME,Tilia americana,15.24,,Native,,
U-125,TILAME,Tilia americana,15.49,,Native,,
U-125,TILAME,Tilia americana,25.40,,Native,,
U-125,UNIDENTIFIED SP,Unidentified species,,41.1,-,,
U-130,ACENIG,Acer nigrum,19.56,,Native,,
U-130,ACENIG,Acer nigrum,30.48,,Native,,
U-130,FRAAMA,Fraxinus americana,64.77,,Native,,
U-130,OSTVIR,Ostrya virginiana,11.43,,Native,,
U-130,OSTVIR,Ostrya virginiana,14.73,,Native,,
U-130,OSTVIR,Ostrya virginiana,14.99,,Native,,
U-130,QUEALB,Quercus alba,45.97,,Native,,
U-130,TILAME,Tilia americana,14.48,,Native,,
U-134,ACENIG,Acer nigrum,10.67,,Native,,
U-134,ACENIG,Acer nigrum,11.68,,Native,,
U-134,ACENIG,Acer nigrum,12.95,,Native,,
U-134,ACENIG,Acer nigrum,19.56,,Native,,
U-134,ACENIG,Acer nigrum,25.91,,Native,,
U-134,ACENIG,Acer nigrum,32.26,,Native,,
U-134,QUEMAC,Quercus macrocarpa,80.01,,Native,,
U-134,TILAME,Tilia americana,37.59,,Native,,
U-74,PRUSER,Prunus serotina,26.16,,Native,,
U-74,QUERUB,Quercus rubra,14.73,,Native,,
U-74,QUERUB,Quercus rubra,24.13,,Native,,
U-74,QUERUB,Quercus rubra,24.89,,Native,,
V-95,QUEALB,Quercus alba,45.97,,Native,,
V-95,QUEALB,Quercus alba,61.98,,Native,,
V-95,QUEMAC,Quercus macrocarpa,61.72,,Native,,
U-95,CERCAN,Cercis canadensis,10.41,,Native,,
U-95,FRAPES,Fraxinus pennsylvanica subintegerrima,16.00,,Native,,
U-95,FRAPES,Fraxinus pennsylvanica subintegerrima,29.21,,Native,,
U-95,FRAPES,Fraxinus pennsylvanica subintegerrima,47.50,,Native,,
U-95,QUERUB,Quercus rubra,12.70,,Native,,
U-95,TILAME,Tilia americana,13.97,,Native,,
U-95,ULMAME,Ulmus americana,12.19,,Native,,
U-96,QUEMAC,Quercus macrocarpa,55.37,,Native,,
U-96,QUEMAC,Quercus macrocarpa,64.26,,Native,,
U-96,QUEMAC,Quercus macrocarpa,76.20,,Native,,
U-96,ULMAME,Ulmus americana,22.86,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,10.67,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,12.45,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,13.21,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,13.72,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,21.59,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,24.13,,Native,,
U-98,FRAPES,Fraxinus pennsylvanica subintegerrima,24.64,,Native,,
U-98,QUEMAC,Quercus macrocarpa,15.49,,Native,,
U-98,QUEMAC,Quercus macrocarpa,21.59,,Native,,
U-98,QUEMAC,Quercus macrocarpa,69.85,,Native,,
U-98,TILAME,Tilia americana,10.67,,Native,,
U-98,TILAME,Tilia americana,12.70,,Native,,
U-98,TILAME,Tilia americana,27.94,,Native,,
U-98,ULMAME,Ulmus americana,9.91,,Native,,
U-98,ULMAME,Ulmus americana,13.21,,Native,,
U-98,ULMAME,Ulmus americana,15.24,,Native,,
U-98,ULMAME,Ulmus americana,25.65,,Native,,
U-98,ULMUS SP,Ulmus species,,10.4,-,,
UU-100,NONE,NONE,-,-,-,,
UU-117,NONE,NONE,-,-,-,,
UU-121,ACENEG,Acer negundo,10.41,,Native,,
UU-121,ACENEG,Acer negundo,11.43,,Native,,
UU-121,ACENEG,Acer negundo,12.45,,Native,,
UU-121,ACENEG,Acer negundo,12.95,,Native,,
UU-121,ACENEG,Acer negundo,14.48,,Native,,
UU-121,ACENEG,Acer negundo,15.49,,Native,,
UU-121,ACENEG,Acer negundo,17.53,,Native,,
UU-121,ACENEG,Acer negundo,17.53,,Native,,
UU-121,ACENEG,Acer negundo,25.15,,Native,,
UU-121,ACENEG,Acer negundo,31.24,,Native,,
UU-121,ACENEG,Acer negundo,36.83,,Native,,
UU-121,ACENEG,Acer negundo,,17.0,Native,,
UU-121,ACENEG,Acer negundo,,14.7,Native,,
UU-121,PRUSER,Prunus serotina,45.21,,Native,,
UU-121,PRUSER,Prunus serotina,,26.4,Native,,
UU-125,ACENEG,Acer negundo,12.19,,Native,,
UU-125,ACENEG,Acer negundo,13.72,,Native,,
UU-125,ACENEG,Acer negundo,16.51,,Native,,
UU-125,ACENEG,Acer negundo,19.81,,Native,,
UU-125,ROBPSE,Robinia pseudoacacia,11.68,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,15.75,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,18.80,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,19.30,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,20.57,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,22.35,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,24.13,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,26.67,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,27.94,,Alien,,
UU-125,ROBPSE,Robinia pseudoacacia,40.64,,Alien,,
UU-125,ULMPUM,Ulmus pumila,17.53,,Alien,,
UU-129,ACENIG,Acer nigrum,18.54,,Native,,
UU-129,JUGNIG,Juglans nigra,33.27,,Native,,
UU-129,JUGNIG,Juglans nigra,39.62,,Native,,
UU-129,PRUSER,Prunus serotina,12.45,,Native,,
UU-129,PRUSER,Prunus serotina,16.00,,Native,,
UU-129,PRUSER,Prunus serotina,16.51,,Native,,
UU-129,PRUSER,Prunus serotina,18.03,,Native,,
UU-129,PRUSER,Prunus serotina,20.32,,Native,,
UU-129,PRUSER,Prunus serotina,20.83,,Native,,
UU-129,PRUSER,Prunus serotina,24.13,,Native,,
UU-129,PRUSER,Prunus serotina,24.64,,Native,,
UU-129,PRUSER,Prunus serotina,25.65,,Native,,
UU-129,PRUSER,Prunus serotina,25.91,,Native,,
UU-129,ULMRUB,Ulmus rubra,11.68,,Native,,
UU-129,ULMRUB,Ulmus rubra,12.45,,Native,,
UU-129,ULMRUB,Ulmus rubra,25.65,,Native,,
UU-129,ULMRUB,Ulmus rubra,34.29,,Native,,
UU-129,ULMRUB,Ulmus rubra,37.85,,Native,,
UU-129,ULMRUB,Ulmus rubra,39.62,,Native,,
UU-129,ULMRUB,Ulmus rubra,,41.4,Native,,
UU-129,UNIDENTIFIED SP,Unidentified species,,16.3,-,,
UU-130,CELOCC,Celtis occidentalis,9.91,,Native,,
UU-130,JUGNIG,Juglans nigra,22.86,,Native,,
UU-130,JUGNIG,Juglans nigra,39.62,,Native,,
UU-130,PRUSER,Prunus serotina,16.26,,Native,,
UU-130,PRUSER,Prunus serotina,16.76,,Native,,
UU-130,PRUSER,Prunus serotina,18.29,,Native,,
UU-130,PRUSER,Prunus serotina,22.86,,Native,,
UU-130,PRUSER,Prunus serotina,23.37,,Native,,
UU-130,PRUSER,Prunus serotina,24.13,,Native,,
UU-130,PRUSER,Prunus serotina,29.46,,Native,,
UU-130,PRUSER,Prunus serotina,,13.5,Native,,
UU-130,PRUSER,Prunus serotina,,24.1,Native,,
UU-130,QUERUB,Quercus rubra,20.57,,Native,,
UU-130,ULMAME,Ulmus americana,,22.1,Native,,
UU-130,ULMRUB,Ulmus rubra,15.24,,Native,,
UU-130,UNIDENTIFIED SP,Unidentified species,,20.3,-,,
UU-130,UNIDENTIFIED SP,Unidentified species,,17.3,-,,
UU-130,UNIDENTIFIED SP,Unidentified species,,41.4,-,,
UU-132,ACENIG,Acer nigrum,36.83,,Native,,
UU-132,PRUSER,Prunus serotina,19.05,,Native,,
UU-132,PRUSER,Prunus serotina,21.34,,Native,,
UU-132,PRUSER,Prunus serotina,32.77,,Native,,
UU-132,PRUSER,Prunus serotina,,14.2,Native,,
UU-132,QUERUB,Quercus rubra,23.62,,Native,,
UU-132,TILAME,Tilia americana,9.91,,Native,,
UU-132,TILAME,Tilia americana,10.92,,Native,,
UU-132,TILAME,Tilia americana,10.92,,Native,,
UU-132,TILAME,Tilia americana,12.70,,Native,,
UU-132,TILAME,Tilia americana,12.70,,Native,,
UU-132,TILAME,Tilia americana,12.95,,Native,,
UU-132,TILAME,Tilia americana,13.46,,Native,,
UU-132,TILAME,Tilia americana,13.72,,Native,,
UU-132,TILAME,Tilia americana,13.97,,Native,,
UU-132,TILAME,Tilia americana,14.48,,Native,,
UU-132,TILAME,Tilia americana,14.99,,Native,,
UU-132,TILAME,Tilia americana,16.51,,Native,,
UU-132,TILAME,Tilia americana,16.76,,Native,,
UU-132,TILAME,Tilia americana,16.76,,Native,,
UU-132,TILAME,Tilia americana,17.78,,Native,,
UU-132,TILAME,Tilia americana,17.78,,Native,,
UU-132,TILAME,Tilia americana,18.03,,Native,,
UU-132,TILAME,Tilia americana,19.30,,Native,,
UU-132,TILAME,Tilia americana,20.07,,Native,,
UU-132,TILAME,Tilia americana,22.35,,Native,,
UU-132,TILAME,Tilia americana,23.62,,Native,,
UU-132,TILAME,Tilia americana,23.88,,Native,,
UU-132,TILAME,Tilia americana,26.42,,Native,,
UU-132,TILAME,Tilia americana,41.15,,Native,,
VV-109,NONE,NONE,-,-,-,,
VV-122,ACENEG,Acer negundo,12.19,,Native,,
VV-122,ACENEG,Acer negundo,12.95,,Native,,
VV-122,ACENEG,Acer negundo,15.24,,Native,,
VV-122,ACENEG,Acer negundo,15.75,,Native,,
VV-122,ACENEG,Acer negundo,15.75,,Native,,
VV-122,ACENEG,Acer negundo,16.76,,Native,,
VV-122,ACENEG,Acer negundo,17.27,,Native,,
VV-122,ACENEG,Acer negundo,17.78,,Native,,
VV-122,ACENEG,Acer negundo,20.57,,Native,,
VV-122,ACENEG,Acer negundo,22.86,,Native,,
VV-122,ACENIG,Acer nigrum,10.92,,Native,,
VV-122,ACENIG,Acer nigrum,13.21,,Native,,
VV-122,ACEPLA,Acer platanoides,11.43,,Alien,,
VV-122,ACEPLA,Acer platanoides,15.75,,Alien,,
VV-122,ACEPLA,Acer platanoides,16.76,,Alien,,
VV-122,ACEPLA,Acer platanoides,18.03,,Alien,,
VV-122,ACEPLA,Acer platanoides,19.05,,Alien,,
VV-122,ACEPLA,Acer platanoides,19.81,,Alien,,
VV-122,ACEPLA,Acer platanoides,30.73,,Alien,,
VV-122,FRAPES,Fraxinus pennsylvanica subintegerrima,24.89,,Native,,
VV-122,FRAPES,Fraxinus pennsylvanica subintegerrima,31.24,,Native,,
VV-122,FRAPES,Fraxinus pennsylvanica subintegerrima,,22.1,Native,,
VV-122,PRUSER,Prunus serotina,38.35,,Native,,
VV-122,PRUSER,Prunus serotina,44.96,,Native,,
VV-122,PRUSER,Prunus serotina,,12.7,Native,,
VV-133,ACENEG,Acer negundo,11.94,,Native,,
VV-133,PRUSER,Prunus serotina,10.67,,Native,,
VV-133,PRUSER,Prunus serotina,11.18,,Native,,
VV-133,PRUSER,Prunus serotina,19.30,,Native,,
VV-133,PRUSER,Prunus serotina,21.84,,Native,,
VV-133,PRUSER,Prunus serotina,23.11,,Native,,
VV-133,TILAME,Tilia americana,10.16,,Native,,
VV-133,TILAME,Tilia americana,10.41,,Native,,
VV-133,TILAME,Tilia americana,10.67,,Native,,
VV-133,TILAME,Tilia americana,10.67,,Native,,
VV-133,TILAME,Tilia americana,11.18,,Native,,
VV-133,TILAME,Tilia americana,11.43,,Native,,
VV-133,TILAME,Tilia americana,11.94,,Native,,
VV-133,TILAME,Tilia americana,12.45,,Native,,
VV-133,TILAME,Tilia americana,13.21,,Native,,
VV-133,TILAME,Tilia americana,14.22,,Native,,
VV-133,TILAME,Tilia americana,14.48,,Native,,
VV-133,TILAME,Tilia americana,14.99,,Native,,
VV-133,TILAME,Tilia americana,15.49,,Native,,
VV-133,TILAME,Tilia americana,17.02,,Native,,
VV-133,TILAME,Tilia americana,17.78,,Native,,
VV-133,TILAME,Tilia americana,18.03,,Native,,
VV-133,TILAME,Tilia americana,19.05,,Native,,
VV-133,TILAME,Tilia americana,22.86,,Native,,
VV-133,ULMAME,Ulmus americana,10.16,,Native,,
VV-133,ULMAME,Ulmus americana,10.16,,Native,,
VV-133,ULMAME,Ulmus americana,10.41,,Native,,
VV-133,ULMAME,Ulmus americana,11.43,,Native,,
VV-133,ULMAME,Ulmus americana,16.51,,Native,,
VV-133,ULMAME,Ulmus americana,20.32,,Native,,
VV-133,ULMRUB,Ulmus rubra,16.00,,Native,,
VV-133,ULMUS SP,Ulmus species,,17.3,-,,
VV-133,ULMUS SP,Ulmus species,,24.1,-,,
V-111,FRAAMA,Fraxinus americana,,54.4,Native,,
V-111,OSTVIR,Ostrya virginiana,11.43,,Native,,
V-111,OSTVIR,Ostrya virginiana,11.68,,Native,,
V-111,OSTVIR,Ostrya virginiana,14.22,,Native,,
V-111,OSTVIR,Ostrya virginiana,15.24,,Native,,
V-111,OSTVIR,Ostrya virginiana,25.65,,Native,,
V-111,PRUSER,Prunus serotina,22.35,,Native,,
V-111,QUEALB,Quercus alba,59.44,,Native,,
V-111,QUERUB,Quercus rubra,51.05,,Native,,
V-111,QUERUB,Quercus rubra,55.37,,Native,,
V-113,ACENIG,Acer nigrum,10.92,,Native,,
V-113,ACENIG,Acer nigrum,14.99,,Native,,
V-113,ACENIG,Acer nigrum,15.24,,Native,,
V-113,ACENIG,Acer nigrum,20.83,,Native,,
V-113,ACENIG,Acer nigrum,26.16,,Native,,
V-113,FRAAMA,Fraxinus americana,63.50,,Native,,
V-113,JUGNIG,Juglans nigra,59.18,,Native,,
V-113,QUEMAC,Quercus macrocarpa,83.31,,Native,,
V-113,TILAME,Tilia americana,21.59,,Native,,
V-114,ACENIG,Acer nigrum,10.67,,Native,,
V-114,ACENIG,Acer nigrum,12.19,,Native,,
V-114,ACENIG,Acer nigrum,12.45,,Native,,
V-114,ACENIG,Acer nigrum,13.72,,Native,,
V-114,ACENIG,Acer nigrum,18.03,,Native,,
V-114,ACENIG,Acer nigrum,26.67,,Native,,
V-114,ACENIG,Acer nigrum,,16.3,Native,,
V-114,QUEMAC,Quercus macrocarpa,75.95,,Native,,
V-114,QUEMAC,Quercus macrocarpa,109.47,,Native,,
V-134,ACENIG,Acer nigrum,11.94,,Native,,
V-134,ACENIG,Acer nigrum,12.45,,Native,,
V-134,ACENIG,Acer nigrum,12.95,,Native,,
V-134,ACENIG,Acer nigrum,14.99,,Native,,
V-134,ACENIG,Acer nigrum,16.26,,Native,,
V-134,ACENIG,Acer nigrum,19.30,,Native,,
V-134,OSTVIR,Ostrya virginiana,15.24,,Native,,
V-134,OSTVIR,Ostrya virginiana,16.26,,Native,,
V-134,OSTVIR,Ostrya virginiana,18.29,,Native,,
V-134,ULMRUB,Ulmus rubra,13.72,,Native,,
V-136,ACENIG,Acer nigrum,10.67,,Native,,
V-136,ACENIG,Acer nigrum,20.83,,Native,,
V-136,ACENIG,Acer nigrum,43.94,,Native,,
V-136,CRATAEGUS SP,Crataegus species,13.72,,-,,
V-136,PRUSER,Prunus serotina,33.02,,Native,,
V-136,TILAME,Tilia americana,10.41,,Native,,
V-136,TILAME,Tilia americana,18.80,,Native,,
V-136,UNIDENTIFIED SP,Unidentified species,,18.5,-,,
V-136,UNIDENTIFIED SP,Unidentified species,,15.2,-,,
V-136,UNIDENTIFIED SP,Unidentified species,,31.8,-,,
V-73,FRAPES,Fraxinus pennsylvanica subintegerrima,10.92,,Native,,
V-73,JUGNIG,Juglans nigra,37.34,,Native,,
V-73,QUEALB,Quercus alba,77.47,,Native,,
V-73,QUERUB,Quercus rubra,,25.9,Native,,
V-73,ULMAME,Ulmus americana,24.13,,Native,,
V-76,ACENIG,Acer nigrum,18.29,,Native,,
V-76,QUEALB,Quercus alba,62.74,,Native,,
V-76,QUERCUS SP,Quercus species,12.45,,-,,
V-76,QUERCUS SP,Quercus species,,12.7,-,,
V-76,QUERUB,Quercus rubra,24.89,,Native,,
V-84,AESCULUS SP,Aesculus species,10.16,,-,,
V-84,AESCULUS SP,Aesculus species,12.19,,-,,
V-84,PRUSER,Prunus serotina,10.67,,Native,,
V-84,PRUSER,Prunus serotina,11.68,,Native,,
V-84,PRUSER,Prunus serotina,12.70,,Native,,
V-84,PRUSER,Prunus serotina,12.95,,Native,,
V-84,PRUSER,Prunus serotina,13.97,,Native,,
V-84,PRUSER,Prunus serotina,15.75,,Native,,
V-84,QUEALB,Quercus alba,44.96,,Native,,
V-84,ULMAME,Ulmus americana,9.91,,Native,,
V-84,ULMAME,Ulmus americana,12.19,,Native,,
V-89,FRAAMA,Fraxinus americana,21.34,,Native,,
V-89,OSTVIR,Ostrya virginiana,,10.7,Native,,
V-89,PRUSER,Prunus serotina,10.41,,Native,,
V-89,PRUSER,Prunus serotina,12.70,,Native,,
V-89,PRUSER,Prunus serotina,13.21,,Native,,
V-89,PRUSER,Prunus serotina,13.97,,Native,,
V-89,PRUSER,Prunus serotina,15.75,,Native,,
V-89,PRUSER,Prunus serotina,18.80,,Native,,
V-89,QUEALB,Quercus alba,57.15,,Native,,
V-89,QUEALB,Quercus alba,60.71,,Native,,
V-89,QUEALB,Quercus alba,72.14,,Native,,
V-89,QUERUB,Quercus rubra,17.27,,Native,,
V-89,TILAME,Tilia americana,18.29,,Native,,
V-89,ULMAME,Ulmus americana,13.72,,Native,,
V-89,ULMAME,Ulmus americana,16.51,,Native,,
V-89,ULMAME,Ulmus americana,,10.4,Native,,
V-89,ULMAME,Ulmus americana,,13.0,Native,,
W-106,ACENIG,Acer nigrum,10.16,,Native,,
W-106,ACENIG,Acer nigrum,10.41,,Native,,
W-106,ACENIG,Acer nigrum,16.76,,Native,,
W-106,ACENIG,Acer nigrum,56.39,,Native,,
W-106,ULMRUB,Ulmus rubra,13.97,,Native,,
W-109,CAROVT,Carya ovata,11.43,,Native,,
W-109,FRAPES,Fraxinus pennsylvanica subintegerrima,14.99,,Native,,
W-109,FRAPES,Fraxinus pennsylvanica subintegerrima,25.40,,Native,,
W-109,PRUSER,Prunus serotina,16.00,,Native,,
W-109,PRUSER,Prunus serotina,,10.2,Native,,
W-109,TILAME,Tilia americana,21.34,,Native,,
W-109,TILAME,Tilia americana,23.62,,Native,,
W-109,ULMAME,Ulmus americana,,18.5,Native,,
W-109,ULMAME,Ulmus americana,,18.5,Native,,
W-109,ULMAME,Ulmus americana,,13.0,Native,,
W-109,ULMAME,Ulmus americana,,10.7,Native,,
W-109,ULMAME,Ulmus americana,,15.0,Native,,
W-109,ULMAME,Ulmus americana,,26.4,Native,,
W-109,ULMAME,Ulmus americana,,18.8,Native,,
W-109,ULMAME,Ulmus americana,,29.2,Native,,
W-109,ULMAME,Ulmus americana,,10.2,Native,,
W-109,ULMAME,Ulmus americana,,11.7,Native,,
W-112,ACENIG,Acer nigrum,13.72,,Native,,
W-112,ACENIG,Acer nigrum,31.75,,Native,,
W-112,ACENIG,Acer nigrum,37.34,,Native,,
W-112,ACENIG,Acer nigrum,68.33,,Native,,
W-112,FRAAMA,Fraxinus americana,,16.8,Native,,
W-112,OSTVIR,Ostrya virginiana,9.91,,Native,,
W-112,OSTVIR,Ostrya virginiana,10.92,,Native,,
W-112,OSTVIR,Ostrya virginiana,11.18,,Native,,
W-112,OSTVIR,Ostrya virginiana,12.19,,Native,,
W-112,QUERUB,Quercus rubra,39.37,,Native,,
V-121,ACENIG,Acer nigrum,10.67,,Native,,
V-121,ACENIG,Acer nigrum,10.92,,Native,,
V-121,ACENIG,Acer nigrum,12.95,,Native,,
V-121,ACENIG,Acer nigrum,15.24,,Native,,
V-121,ACENIG,Acer nigrum,19.81,,Native,,
V-121,ACENIG,Acer nigrum,27.18,,Native,,
V-121,QUEALB,Quercus alba,98.55,,Native,,
V-121,TILAME,Tilia americana,18.29,,Native,,
V-121,TILAME,Tilia americana,21.08,,Native,,
V-121,TILAME,Tilia americana,21.34,,Native,,
W-128,ACENIG,Acer nigrum,10.16,,Native,,
W-128,ACENIG,Acer nigrum,13.46,,Native,,
W-128,ACENIG,Acer nigrum,18.03,,Native,,
W-128,ACENIG,Acer nigrum,19.81,,Native,,
W-128,ACENIG,Acer nigrum,22.61,,Native,,
W-128,ACENIG,Acer nigrum,23.88,,Native,,
W-128,ACENIG,Acer nigrum,25.40,,Native,,
W-128,QUERUB,Quercus rubra,56.90,,Native,,
W-128,QUERUB,Quercus rubra,75.69,,Native,,
W-132,ACENIG,Acer nigrum,10.16,,Native,,
W-132,ACENIG,Acer nigrum,10.67,,Native,,
W-132,ACENIG,Acer nigrum,46.48,,Native,,
W-132,ACENIG,Acer nigrum,54.86,,Native,,
W-132,ACENIG,Acer nigrum,71.63,,Native,,
W-132,ACENIG,Acer nigrum,92.46,,Native,,
W-132,FRAAMA,Fraxinus americana,60.20,,Native,,
W-132,ULMRUB,Ulmus rubra,12.19,,Native,,
W-136,FRAAMA,Fraxinus americana,22.61,,Native,,
W-136,JUGNIG,Juglans nigra,16.51,,Native,,
W-136,JUGNIG,Juglans nigra,48.26,,Native,,
W-137,JUGNIG,Juglans nigra,14.99,,Native,,
W-137,JUGNIG,Juglans nigra,26.92,,Native,,
W-137,JUGNIG,Juglans nigra,28.45,,Native,,
W-137,JUGNIG,Juglans nigra,37.34,,Native,,
W-137,PRUSER,Prunus serotina,18.29,,Native,,
W-137,PRUSER,Prunus serotina,20.32,,Native,,
W-137,PRUSER,Prunus serotina,23.11,,Native,,
W-137,PRUSER,Prunus serotina,23.37,,Native,,
W-137,PRUSER,Prunus serotina,,10.9,Native,,
W-137,PRUSER,Prunus serotina,,13.7,Native,,
W-137,RHUTYP,Rhus typhina,9.91,,Native,,
W-137,RHUTYP,Rhus typhina,10.16,,Native,,
W-137,RHUTYP,Rhus typhina,10.67,,Native,,
W-137,ULMAME,Ulmus americana,10.92,,Native,,
W-137,ULMAME,Ulmus americana,19.30,,Native,,
W-137,ULMAME,Ulmus americana,21.34,,Native,,
W-146,NONE,NONE,-,-,-,,
W-71,JUGNIG,Juglans nigra,17.02,,Native,,
W-71,QUEALB,Quercus alba,11.94,,Native,,
W-71,QUEALB,Quercus alba,12.19,,Native,,
W-71,QUEALB,Quercus alba,51.05,,Native,,
W-71,QUEALB,Quercus alba,80.01,,Native,,
W-72,QUEALB,Quercus alba,49.78,,Native,,
W-72,QUERUB,Quercus rubra,28.96,,Native,,
W-87,AESCULUS SP,Aesculus species,9.91,,-,,
W-87,JUGNIG,Juglans nigra,64.77,,Native,,
W-87,QUEALB,Quercus alba,44.70,,Native,,
W-87,QUERUB,Quercus rubra,62.23,,Native,,
W-87,ULMAME,Ulmus americana,13.72,,Native,,
W-87,ULMAME,Ulmus americana,16.00,,Native,,
W-87,ULMAME,Ulmus americana,,26.9,Native,,
W-87,ULMAME,Ulmus americana,,13.7,Native,,
W-87,ULMAME,Ulmus americana,,11.9,Native,,
W-87,ULMAME,Ulmus americana,,26.4,Native,,
W-91,AESGLA,Aesculus glabra,10.16,,Native,,
W-91,AESGLA,Aesculus glabra,13.46,,Native,,
W-91,PRUSER,Prunus serotina,13.72,,Native,,
W-91,PRUSER,Prunus serotina,14.99,,Native,,
W-91,QUEALB,Quercus alba,64.52,,Native,,
W-91,QUEALB,Quercus alba,65.53,,Native,,
W-91,QUERUB,Quercus rubra,66.80,,Native,,
W-91,TILAME,Tilia americana,11.94,,Native,,
W-91,TILAME,Tilia americana,14.48,,Native,,
W-91,TILAME,Tilia americana,21.84,,Native,,
W-91,TILAME,Tilia americana,21.84,,Native,,
W-91,TILAME,Tilia americana,24.13,,Native,,
W-91,TILAME,Tilia americana,,15.2,Native,,
W-91,ULMAME,Ulmus americana,11.43,,Native,,
W-95,QUEALB,Quercus alba,59.69,,Native,,
WW-102,ULMAME,Ulmus americana,24.89,,Native,,
WW-106,NONE,NONE,-,-,-,,
