plot,code,species,cover,freq,native,physiognomy,habit
JJ-102,RUBOCC,Rubus occidentalis ,70,1,Native,Shrub,Woody
JJ-102,SMIRAC,Smilacina racemosa ,2,1,Native,Forb,Forb
JJ-111,ALLPET,Alliaria petiolata ,10,1,Alien,Forb,Forb
JJ-111,CIRLUC,Circaea lutetiana canadensis ,10,1,Native,Forb,Forb
JJ-111,CRATAEGUS SP,Crataegus species,3,1,-,Tree,Woody
JJ-111,CXBLAN,Carex blanda ,2,1,Native,Sedge,Graminoid
JJ-111,PARQUI,Parthenocissus quinquefolia ,15,1,Native,Woody vine,Woody
JJ-111,POLPVI,Polypodium virginianum,2,1,Native,Cryptogam,Forb
JJ-111,PRUSER,Prunus serotina ,2,1,Native,Tree,Woody
JJ-111,RANABO,Ranunculus abortivus ,1,1,Native,Forb,Forb
JJ-111,RUBOCC,Rubus occidentalis ,5,1,Native,Shrub,Woody
JJ-111,SMIRAC,Smilacina racemosa ,1,1,Native,Forb,Forb
JJ-114,ANETHA,Anemonella thalictroides,5,1,Native,Forb,Forb
JJ-114,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
JJ-114,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
JJ-114,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
JJ-115,GERMAC,Geranium maculatum ,5,1,Native,Forb,Forb
JJ-115,PARQUI,Parthenocissus quinquefolia ,10,1,Native,Woody vine,Woody
JJ-115,RHURAD,Rhus radicans ,5,1,Native,Woody vine,Woody
JJ-115,RIBES SP,Ribes species,5,1,-,Shrub,Woody
JJ-121,ALLPET,Alliaria petiolata,20,1,Alien,Forb,Forb
JJ-121,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
JJ-121,CIRLUC,Circaea lutetiana canadensis,4,1,Native,Forb,Forb
JJ-121,PARQUI,Parthenocissus quinquefolia,7,1,Native,Woody vine,Woody
JJ-121,POLGVI,Polygonum virginianum,7,1,Native,Forb,Forb
JJ-129,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
JJ-129,CIRARV,Cirsium arvense,7,1,Alien,Forb,Forb
JJ-129,PHAARU,Phalaris arundinacea,60,1,Alien,Grass,Graminoid
JJ-129,RANUNCULUS SP,Ranunculus species,2,1,-,Forb,Forb
JJ-129,SOLDUL,Solanum dulcamara ,15,1,Alien,Woody vine,Woody
JJ-140,ALLPET,Alliaria petiolata,1,1,Alien,Forb,Forb
JJ-140,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
JJ-140,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
JJ-140,PARQUI,Parthenocissus quinquefolia,10,1,Native,Woody vine,Woody
JJ-140,RHURAD,Rhus radicans,8,1,Native,Woody vine,Woody
JJ-140,SMILACINA SP,Smilacina species,3,1,-,Forb,Forb
JJ-87,PARQUI,Parthenocissus quinquefolia,3,1,Native,Woody vine,Woody
JJ-93,ALLPET,Alliaria petiolata,15,1,Alien,Forb,Forb
JJ-93,EUPRUG,Eupatorium rugosum,4,1,Native,Forb,Forb
JJ-93,GALIUM SP,Galium species,1,1,-,Forb,Forb
JJ-93,GERMAC,Geranium maculatum,12,1,Native,Forb,Forb
JJ-93,LONMAA,Lonicera maackii,8,1,Alien,Shrub,Woody
JJ-93,UNIDENTIFIED SP,Unidentified species,2,1,-,-,-
JJ-93,VIOLA SP,Viola species,1,1,-,Forb,Forb
JJ-96,GALIUM SP,Galium species,12,1,-,Forb,Forb
JJ-96,LONMAA,Lonicera maackii,8,1,Alien,Shrub,Woody
JJ-96,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
JJ-96,RUBALL,Rubus allegheniensis,18,1,Native,Shrub,Woody
JJ-96,SOLGRG,Solidago graminifolia,12,1,Native,Forb,Forb
JJ-96,SOLULM,Solidago ulmifolia,8,1,Native,Forb,Forb
K-107,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
K-107,FRAPES,Fraxinus pennsylvanica subintegerrima,1,1,Native,Tree,Woody
K-107,SMIRAC,Smilacina racemosa,1,1,Native,Forb,Forb
K-107,THADIO,Thalictrum dioicum,2,1,Native,Forb,Forb
K-115,ANETHA,Anemonella thalictroides,2,1,Native,Forb,Forb
K-115,CRATAEGUS SP,Crataegus species,2,1,-,Tree,Woody
K-115,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
K-115,GRASS SP,Grass species,5,1,-,Grass,Graminoid
K-115,PRENANTHES SP,Prenanthes species,4,1,-,Forb,Forb
K-115,QUEALB,Quercus alba,2,1,Native,Tree,Woody
K-115,RHAFRA,Rhamnus frangula,15,1,Alien,Understory tree,Woody
K-115,VIBREC,Viburnum recognitum,2,1,Alien,Shrub,Woody
K-116,ACENIG,Acer nigrum,1,1,Native,Tree,Woody
K-116,GERMAC,Geranium maculatum,1,1,Native,Forb,Forb
K-116,HYSPAT,Hystrix patula,3,1,Native,Grass,Graminoid
K-116,RHAFRA,Rhamnus frangula,2,1,Alien,Understory tree,Woody
K-116,SMILAX SP,Smilax species,7,1,-,-,-
K-130,ACENIG,Acer nigrum,1,1,Native,Tree,Woody
K-130,ALLPET,Alliaria petiolata,4,1,Alien,Forb,Forb
K-130,FRAXINUS SP,Fraxinus species,3,1,-,Tree,Woody
K-137,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
K-137,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
K-137,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
KK-101,ASTLAT,Aster lateriflorus ,20,1,Native,Forb,Forb
KK-101,CIRLUC,Circaea lutetiana canadensis ,15,1,Native,Forb,Forb
KK-101,EUPRUG,Eupatorium rugosum ,5,1,Native,Forb,Forb
KK-101,GALASP,Galium asprellum  ,2,1,Native,Forb,Forb
KK-101,GEUCAN,Geum canadense ,2,1,Native,Forb,Forb
KK-101,HACVIR,Hackelia virginiana ,4,1,Native,Forb,Forb
KK-101,OXASTR,Oxalis stricta ,3,1,Native,Forb,Forb
KK-101,PARQUI,Parthenocissus quinquefolia ,2,1,Native,Woody vine,Woody
KK-101,RANABO,Ranunculus abortivus ,2,1,Native,Forb,Forb
KK-101,RHURAD,Rhus radicans ,2,1,Native,Woody vine,Woody
KK-101,RUBOCC,Rubus occidentalis ,3,1,Native,Shrub,Woody
KK-101,SMIRAC,Smilacina racemosa ,10,1,Native,Forb,Forb
LL-103,ASTER SP,Aster species,2,1,-,Forb,Forb
LL-103,CELSCA,Celastrus scandens ,70,1,Native,Woody vine,Woody
LL-103,CIRLUC,Circaea lutetiana canadensis ,8,1,Native,Forb,Forb
LL-103,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
LL-103,HACVIR,Hackelia virginiana  ,2,1,Native,Forb,Forb
LL-103,OXASTR,Oxalis stricta ,2,1,Native,Forb,Forb
LL-103,SMIRAC,Smilacina racemosa ,5,1,Native,Forb,Forb
LL-103,SOLCAN,Solidago canadensis ,5,1,Native,Forb,Forb
LL-103,SOLGIG,Solidago gigantea ,3,1,Native,Forb,Forb
LL-102,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
LL-102,ARIDRA,Arisaema dracontium ,2,1,Native,Forb,Forb
LL-102,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
LL-102,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
LL-102,GALIUM SP,Galium species,2,1,-,Forb,Forb
LL-102,HACVIR,Hackelia virginiana ,2,1,Native,Forb,Forb
LL-102,RHURAD,Rhus radicans ,5,1,Native,Woody vine,Woody
LL-102,RUBALL,Rubus allegheniensis ,5,1,Native,Shrub,Woody
LL-102,SMIRAC,Smilacina racemosa ,3,1,Native,Forb,Forb
LL-102,SOLCAN,Solidago canadensis ,10,1,Native,Forb,Forb
LL-102,VIBOPU,Viburnum opulus ,20,1,Alien,Shrub,Woody
LL-102,VIBURNUM SP,Viburnum species,2,1,-,Shrub,Woody
JJ-105,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
JJ-105,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
JJ-105,ASTLAT,Aster lateriflorus,9,1,Native,Forb,Forb
JJ-105,CELSCA,Celastrus scandens,3,1,Native,Woody vine,Woody
JJ-105,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
JJ-105,EUPRUG,Eupatorium rugosum,5,1,Native,Forb,Forb
JJ-105,UNIDENTIFIED SP,Unidentified species,5,1,-,-,-
JJ-105,HACVIR,Hackelia virginiana,1,1,Native,Forb,Forb
JJ-105,LONMAA,Lonicera maackii,8,1,Alien,Shrub,Woody
JJ-105,OXASTR,Oxalis stricta,2,1,Native,Forb,Forb
JJ-105,SMIRAC,Smilacina racemosa,15,1,Native,Forb,Forb
JJ-105,VITRIP,Vitis riparia,10,1,Native,Woody vine,Woody
KK-109,ALLPET,Alliaria petiolata ,10,1,Alien,Forb,Forb
KK-109,ARITRI,Arisaema triphyllum ,3,1,Native,Forb,Forb
KK-109,CIRLUC,Circaea lutetiana canadensis ,10,1,Native,Forb,Forb
KK-109,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
KK-109,FRAVIR,Fragaria virginiana ,3,1,Native,Forb,Forb
KK-109,GALIUM SP,Galium species,40,1,-,Forb,Forb
KK-109,GEUCAN,Geum canadense ,2,1,Native,Forb,Forb
KK-109,HACVIR,Hackelia virginiana ,3,1,Native,Forb,Forb
KK-109,PARQUI,Parthenocissus quinquefolia ,10,1,Native,Woody vine,Woody
KK-119,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
KK-119,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
KK-119,PARQUI,Parthenocissus quinquefolia,10,1,Native,Woody vine,Woody
KK-119,RHURAD,Rhus radicans,10,1,Native,Woody vine,Woody
KK-119,RIBES SP,Ribes species,10,1,-,Shrub,Woody
KK-119,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
KK-121,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
KK-121,IMPCAP,Impatiens capensis,1,1,Native,Forb,Forb
KK-121,RUBUS SP,Rubus species,50,1,-,Shrub,Woody
KK-121,VITRIP,Vitis riparia,2,1,Native,Woody vine,Woody
KK-122,ALLPET,Alliaria petiolata,50,1,Alien,Forb,Forb
KK-122,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
KK-122,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
KK-122,RUBALL,Rubus allegheniensis,5,1,Native,Shrub,Woody
KK-131,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
KK-131,LONMAA,Lonicera maackii ,1,1,Alien,Shrub,Woody
KK-131,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
KK-145,ALLPET,Alliaria petiolata,3,1,Alien,Forb,Forb
KK-145,CRATAEGUS SP,Crataegus species,2,1,-,Tree,Woody
KK-145,PARQUI,Parthenocissus quinquefolia,3,1,Native,Woody vine,Woody
KK-145,PRUVIR,Prunus virginiana,1,1,Native,Shrub,Woody
KK-145,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
KK-80,ACENIG,Acer nigrum,2,1,Native,Tree,Woody
KK-80,CIRLUC,Circaea lutetiana canadensis,8,1,Native,Forb,Forb
KK-80,GEUCAN,Geum canadense,6,1,Native,Forb,Forb
KK-80,OXASTR,Oxalis stricta,1,1,Native,Forb,Forb
KK-80,PARQUI,Parthenocissus quinquefolia,20,1,Native,Woody vine,Woody
KK-80,RHURAD,Rhus radicans,25,1,Native,Woody vine,Woody
KK-93,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
KK-93,ARITRI,Arisaema triphyllum,4,1,Native,Forb,Forb
KK-93,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
KK-93,EUPRUG,Eupatorium rugosum,25,1,Native,Forb,Forb
KK-93,GALIUM SP,Galium species,3,1,-,Forb,Forb
KK-93,LONMAA,Lonicera maackii,3,1,Alien,Shrub,Woody
KK-93,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
KK-93,POLGVI,Polygonum virginianum,10,1,Native,Forb,Forb
KK-93,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
KK-93,SOLULM,Solidago ulmifolia,15,1,Native,Forb,Forb
K-109,FRAAMA,Fraxinus americana,1,1,Native,Tree,Woody
K-109,GERMAC,Geranium maculatum,1,1,Native,Forb,Forb
K-109,OSTVIR,Ostrya virginiana,1,1,Native,Tree,Woody
L-111,CORRAC,Cornus racemosa,1,1,Native,Shrub,Woody
L-111,FRAAMA,Fraxinus americana,2,1,Native,Tree,Woody
L-111,POLGVI,Polygonum virginianum,1,1,Native,Forb,Forb
L-120,ACENIG,Acer nigrum,5,1,Native,Tree,Woody
L-120,ANETHA,Anemonella thalictroides,2,1,Native,Forb,Forb
L-120,ARITRI,Arisaema triphyllum,1,1,Native,Forb,Forb
L-120,FRAAMA,Fraxinus americana,1,1,Native,Tree,Woody
L-120,GERMAC,Geranium maculatum,4,1,Native,Forb,Forb
L-120,PRENANTHES SP,Prenanthes species,4,1,-,Forb,Forb
L-120,SMILAX SP,Smilax species,3,1,-,-,-
L-120,TILAME,Tilia americana,18,1,Native,Tree,Woody
L-121,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
L-121,CRATAEGUS SP,Crataegus species,5,1,-,Tree,Woody
L-121,PARQUI,Parthenocissus quinquefolia,15,1,Native,Woody vine,Woody
L-121,RHURAD,Rhus radicans,40,1,Native,Woody vine,Woody
L-121,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
L-126,DACGLO,Dactylis glomerata,40,1,Alien,Grass,Graminoid
L-126,FRAVIR,Fragaria virginiana,12,1,Native,Forb,Forb
L-126,PHLPRA,Phleum pratense,40,1,Alien,Grass,Graminoid
L-126,PLALAN,Plantago lanceolata,2,1,Alien,Forb,Forb
LL-104,ALLPET,Alliaria petiolata ,2,1,Alien,Forb,Forb
LL-104,ASTLAT,Aster lateriflorus ,5,1,Native,Forb,Forb
LL-104,CIRLUC,Circaea lutetiana canadensis ,8,1,Native,Forb,Forb
LL-104,EUPRUG,Eupatorium rugosum ,2,1,Native,Forb,Forb
LL-104,GALIUM SP,Galium species,70,1,-,Forb,Forb
LL-104,HACVIR,Hackelia virginiana ,4,1,Native,Forb,Forb
LL-104,PARQUI,Parthenocissus quinquefolia ,15,1,Native,Woody vine,Woody
LL-104,POLPVI,Polypodium virginianum,2,1,Native,Cryptogam,Forb
LL-104,RHURAD,Rhus radicans ,5,1,Native,Woody vine,Woody
LL-114,ALLPET,Alliaria petiolata  ,1,1,Alien,Forb,Forb
LL-114,CIRLUC,Circaea lutetiana canadensis ,2,1,Native,Forb,Forb
LL-114,FRAAMA,Fraxinus americana ,2,1,Native,Tree,Woody
LL-114,RUBALL,Rubus allegheniensis ,5,1,Native,Shrub,Woody
KK-116,MENCAN,Menispermum canadense  ,3,1,Native,Woody Vine,Woody
KK-116,PARQUI,Parthenocissus quinquefolia ,50,1,Native,Woody vine,Woody
KK-116,QUEALB,Quercus alba ,2,1,Native,Tree,Woody
KK-116,RHURAD,Rhus radicans ,2,1,Native,Woody vine,Woody
LL-119,ACENIG,Acer nigrum,15,1,Native,Tree,Woody
LL-119,ALLPET,Alliaria petiolata,80,1,Alien,Forb,Forb
LL-119,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
LL-119,CIRLUC,Circaea lutetiana canadensis,1,1,Native,Forb,Forb
LL-119,PARQUI,Parthenocissus quinquefolia,1,1,Native,Woody vine,Woody
LL-119,RIBMIS,Ribes missouriense,2,1,Native,Shrub,Woody
LL-122,CAREX SP,Carex species,20,1,-,Sedge,Graminoid
LL-122,CHEALB,Chenopodium album,5,1,Alien,Forb,Forb
LL-122,GEUCAN,Geum canadense,10,1,Native,Forb,Forb
LL-122,PHAARU,Phalaris arundinacea,10,1,Alien,Grass,Graminoid
LL-122,POLGVI,Polygonum virginianum,10,1,Native,Forb,Forb
LL-122,RANHIS,Ranunculus hispidus,2,1,Native,Forb,Forb
LL-122,SOLANUM SP,Solanum species,10,1,-,-,-
LL-122,VIOLA SP,Viola species,5,1,-,Forb,Forb
LL-123,PHAARU,Phalaris arundinacea,100,1,Alien,Grass,Graminoid
LL-128,ALLPET,Alliaria petiolata ,1,1,Alien,Forb,Forb
LL-128,LONTAT,Lonicera tatarica,5,1,Alien,Shrub,Woody
LL-128,ULMRUB,Ulmus rubra,1,1,Native,Tree,Woody
LL-133,FRAAMA,Fraxinus americana,10,1,Native,Tree,Woody
LL-133,PARQUI,Parthenocissus quinquefolia,70,1,Native,Woody vine,Woody
LL-135,FRAAMA,Fraxinus americana,15,1,Native,Tree,Woody
LL-135,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
LL-135,PARQUI,Parthenocissus quinquefolia,12,1,Native,Woody vine,Woody
LL-141,CIRLUC,Circaea lutetiana canadensis,3,1,Native,Forb,Forb
LL-141,GEUCAN,Geum canadense,10,1,Native,Forb,Forb
LL-141,HYDCAS,Hydrastis canadensis,2,1,Native,Forb,Forb
LL-141,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
LL-141,PRUVIR,Prunus virginiana,4,1,Native,Shrub,Woody
LL-141,SMILACINA SP,Smilacina species,3,1,-,Forb,Forb
LL-84,ACENIG,Acer nigrum,2,1,Native,Tree,Woody
LL-84,ALLPET,Alliaria petiolata,2,1,Alien,Forb,Forb
LL-84,CIRLUC,Circaea lutetiana canadensis,4,1,Native,Forb,Forb
LL-84,EUOALA,Euonymus alatus,3,1,Alien,Shrub,Woody
LL-84,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
LL-84,ULMAME,Ulmus americana,3,1,Native,Tree,Woody
LL-90,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
LL-90,GEUCAN,Geum canadense,1,1,Native,Forb,Forb
LL-90,IMPPAL,Impatiens pallida,5,1,Native,Forb,Forb
LL-90,OSMCLI,Osmunda claytoniana,2,1,Native,Cryptogam,Forb
LL-90,PARQUI,Parthenocissus quinquefolia,10,1,Native,Woody vine,Woody
LL-90,PILPUM,Pilea pumila,18,1,Native,Forb,Forb
LL-90,PRUSER,Prunus serotina,2,1,Native,Tree,Woody
LL-90,VIBREC,Viburnum recognitum,3,1,Alien,Shrub,Woody
LL-90,VIOLA SP,Viola species,5,1,-,Forb,Forb
LL-93,ALLPET,Alliaria petiolata,20,1,Alien,Forb,Forb
LL-93,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
LL-93,CIRLUC,Circaea lutetiana canadensis,10,1,Native,Forb,Forb
LL-93,LONMAA,Lonicera maackii,10,1,Alien,Shrub,Woody
LL-93,OSMCLI,Osmunda claytoniana,4,1,Native,Cryptogam,Forb
LL-93,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
LL-93,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
M-118,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
M-118,GERMAC,Geranium maculatum,2,1,Native,Forb,Forb
M-118,PRUVIR,Prunus virginiana,15,1,Native,Shrub,Woody
M-118,RHURAD,Rhus radicans,15,1,Native,Woody vine,Woody
M-126,DACGLO,Dactylis glomerata,50,1,Alien,Grass,Graminoid
M-126,PHLPRA,Phleum pratense,50,1,Alien,Grass,Graminoid
M-126,RHACAT,Rhamnus cathartica,2,1,Alien,Understory tree,Woody
M-134,ALLPET,Alliaria petiolata ,14,1,Alien,Forb,Forb
M-134,RHURAD,Rhus radicans,1,1,Native,Woody vine,Woody
M-137,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
M-137,RHURAD,Rhus radicans,4,1,Native,Woody vine,Woody
MM-102,ALLPET,Alliaria petiolata,3,1,Alien,Forb,Forb
MM-102,ASTLAT,Aster lateriflorus,2,1,Native,Forb,Forb
MM-102,CIRVUL,Cirsium vulgare,3,1,Alien,Forb,Forb
MM-102,DACGLO,Dactylis glomerata,2,1,Alien,Grass,Graminoid
MM-102,DAUCAR,Daucus carota,2,1,Alien,Forb,Forb
MM-102,GALIUM SP,Galium species,5,1,-,Forb,Forb
MM-102,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
MM-102,OXASTR,Oxalis stricta,2,1,Native,Forb,Forb
MM-102,PARQUI,Parthenocissus quinquefolia,2,1,Native,Woody vine,Woody
MM-102,POAPRA,Poa pratensis,2,1,Alien,Grass,Graminoid
MM-102,RHACAT,Rhamnus cathartica,10,1,Alien,Understory tree,Woody
MM-102,RHURAD,Rhus radicans,2,1,Native,Woody vine,Woody
MM-102,SOLCAN,Solidago canadensis,8,1,Native,Forb,Forb
MM-102,TRIHYB,Trifolium hybridum,2,1,Alien,Forb,Forb
MM-102,VIOPUB,Viola pubescens,1,1,Native,Forb,Forb
MM-108,AGRGRY,Agrimonia gryposepala,5,1,Native,Forb,Forb
MM-108,ASTER SP,Aster species,2,1,-,Forb,Forb
MM-108,DACGLO,Dactylis glomerata,5,1,Alien,Grass,Graminoid
MM-108,FESELA,Festuca elatior,2,1,Alien,Grass,Graminoid
MM-108,GLEHED,Glechoma hederacea,2,1,Alien,Forb,Forb
MM-108,PHLPRA,Phleum pratense,5,1,Alien,Grass,Graminoid
MM-108,POAPRA,Poa pratensis,70,1,Alien,Grass,Graminoid
MM-108,POTNOV,Potentilla norvegica ,2,1,Native,Forb,Forb
MM-108,TAROFF,Taraxacum officinale,2,1,Alien,Forb,Forb
LL-110,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
LL-110,ARITRI,Arisaema triphyllum,10,1,Native,Forb,Forb
LL-110,CIRLUC,Circaea lutetiana canadensis,2,1,Native,Forb,Forb
LL-110,HACVIR,Hackelia virginiana,5,1,Native,Forb,Forb
LL-110,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
LL-110,RHURAD,Rhus radicans,5,1,Native,Woody vine,Woody
LL-110,SMIRAC,Smilacina racemosa,5,1,Native,Forb,Forb
MM-114,ALLPET,Alliaria petiolata ,3,1,Alien,Forb,Forb
MM-114,CIRLUC,Circaea lutetiana canadensis ,3,1,Native,Forb,Forb
MM-114,FRAAMA,Fraxinus americana ,5,1,Native,Tree,Woody
MM-114,LONMAA,Lonicera maackii ,15,1,Alien,Shrub,Woody
MM-114,RHACAT,Rhamnus cathartica ,3,1,Alien,Understory tree,Woody
MM-94,ALLPET,Alliaria petiolata,10,1,Alien,Forb,Forb
MM-94,CAREX SP,Carex species,2,1,-,Sedge,Graminoid
MM-94,CIRLUC,Circaea lutetiana canadensis,4,1,Native,Forb,Forb
MM-94,EUPRUG,Eupatorium rugosum,15,1,Native,Forb,Forb
MM-94,GEUCAN,Geum canadense,4,1,Native,Forb,Forb
MM-94,IMPPAL,Impatiens pallida,2,1,Native,Forb,Forb
MM-94,LONMAA,Lonicera maackii,35,1,Alien,Shrub,Woody
MM-94,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
MM-94,SOLCAN,Solidago canadensis,5,1,Native,Forb,Forb
MM-94,VITRIP,Vitis riparia,6,1,Native,Woody vine,Woody
MM-97,HYSPAT,Hystrix patula,10,1,Native,Grass,Graminoid
MM-97,LACCAN,Lactuca canadensis,3,1,Native,Forb,Forb
MM-97,LONMAA,Lonicera maackii,4,1,Alien,Shrub,Woody
MM-97,PARQUI,Parthenocissus quinquefolia,13,1,Native,Woody vine,Woody
MM-97,POTNOR,Potentilla norvegica,8,1,Native,Forb,Forb
MM-97,RHURAD,Rhus radicans,10,1,Native,Woody vine,Woody
MM-97,RUBALL,Rubus allegheniensis,15,1,Native,Shrub,Woody
MM-97,SMIRAC,Smilacina racemosa,2,1,Native,Forb,Forb
MM-97,SOLIDAGO SP,Solidago species,10,1,-,Forb,Forb
N-110,FRAAMA,Fraxinus americana,1,1,Native,Tree,Woody
N-110,GERMAC,Geranium maculatum,15,1,Native,Forb,Forb
N-110,SMIRAC,Smilacina racemosa,3,1,Native,Forb,Forb
N-110,THADIO,Thalictrum dioicum,1,1,Native,Forb,Forb
N-113,ACENIG,Acer nigrum,1,1,Native,Tree,Woody
N-113,FRAAMA,Fraxinus americana,7,1,Native,Tree,Woody
N-113,GERMAC,Geranium maculatum,5,1,Native,Forb,Forb
N-115,ACENIG,Acer nigrum,3,1,Native,Tree,Woody
N-115,RHACAT,Rhamnus cathartica,20,1,Alien,Understory tree,Woody
N-116,PODPEL,Podophyllum peltatum,6,1,Native,Forb,Forb
N-116,SANCAD,Sanguinaria canadensis,2,1,Native,Forb,Forb
N-116,SOLFLE,Solidago flexicaulis,8,1,Native,Forb,Forb
N-123,FRAAMA,Fraxinus americana,8,1,Native,Tree,Woody
N-128,ASTER SP,Aster species,8,1,-,Forb,Forb
N-128,DACGLO,Dactylis glomerata,35,1,Alien,Grass,Graminoid
N-128,FESTUCA SP,Festuca species,10,1,-,Grass,Graminoid
N-128,OXASTR,Oxalis stricta,6,1,Native,Forb,Forb
N-128,POAPRA,Poa pratensis,25,1,Alien,Grass,Graminoid
N-128,POTSIS,Potentilla simplex,3,1,Native,Forb,Forb
N-128,RHURAD,Rhus radicans,4,1,Native,Woody vine,Woody
N-142,CORRAC,Cornus racemosa,2,1,Native,Shrub,Woody
N-142,MONFIS,Monarda fistulosa,5,1,Native,Forb,Forb
N-142,POAPRA,Poa pratensis ,10,1,Alien,Grass,Graminoid
N-142,RHACAT,Rhamnus cathartica,70,1,Alien,Understory tree,Woody
N-142,ROSMUL,Rosa multiflora ,8,1,Alien,Shrub,Woody
N-142,RUBOCC,Rubus occidentalis,1,1,Native,Shrub,Woody
N-142,SOLCAN,Solidago canadensis,12,1,Native,Forb,Forb
N-144,FORB SP,Forb species,10,1,-,Forb,Forb
N-144,MONFIS,Monarda fistulosa,35,1,Native,Forb,Forb
N-144,POAPRA,Poa pratensis ,17,1,Alien,Grass,Graminoid
N-144,RHACAT,Rhamnus cathartica,25,1,Alien,Understory tree,Woody
N-144,SILINI,Silphium integrifolium,8,1,Native,Forb,Forb
N-144,SORNUT,Sorghastrum nutans,20,1,Native,Grass,Graminoid
NN-100,ALLPET,Alliaria petiolata,20,1,Alien,Forb,Forb
NN-100,CAMAME,Campanula americana,5,1,Native,Forb,Forb
NN-100,CIRLUC,Circaea lutetiana canadensis,5,1,Native,Forb,Forb
NN-100,EUPRUG,Eupatorium rugosum,20,1,Native,Forb,Forb
NN-100,GEUCAN,Geum canadense,2,1,Native,Forb,Forb
NN-100,LONMAA,Lonicera maackii,40,1,Alien,Shrub,Woody
NN-100,PARQUI,Parthenocissus quinquefolia,5,1,Native,Woody vine,Woody
NN-100,POLPVI,Polypodium virginianum,3,1,Native,Cryptogam,Forb
NN-105,CIRARV,Cirsium arvense,2,1,Alien,Forb,Forb
NN-105,FESELA,Festuca elatior,5,1,Alien,Grass,Graminoid
NN-105,MELLOF,Melilotus officinalis,70,1,Alien,Forb,Forb
NN-105,POAPRA,Poa pratensis,80,1,Alien,Grass,Graminoid
NN-105,POTREC,Potentilla recta,8,1,Alien,Forb,Forb
NN-105,TRIHYB,Trifolium hybridum,2,1,Alien,Forb,Forb
NN-114,PARQUI,Parthenocissus quinquefolia ,5,1,Native,Woody vine,Woody
NN-114,RHACAT,Rhamnus cathartica ,3,1,Alien,Understory tree,Woody
NN-114,RHURAD,Rhus radicans ,2,1,Native,Woody vine,Woody
OO-116,PARQUI,Parthenocissus quinquefolia,8,1,Native,Woody vine,Woody
NN-118,ARITRI,Arisaema triphyllum,2,1,Native,Forb,Forb
