Date,Sampler,Plot ID Number,6-Letter Code,Species Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Notes,,,,,,,,,,,
5/8/18,"KC, WO",R83,POTSIS,Potentilla simplex,3,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",U70,POTSIS,Potentilla simplex,6,3,,,,,,,,,,,,,
5/7/18,"SL, WO",W95,POTSIS,Potentilla simplex,1,2,,,,,,,,,,,,,
5/8/18,"KS, WO",Y94,POTSIS,Potentilla simplex,5,3,,,,,,,,,,,,,
5/22/18,CB,Z82,POTSIS,Potentilla simplex,5,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",A124,PREALB,Prenanthes alba,2,2,,,,,,,,,,,,,
5/2/18,PB,JJ102,PREALB,Prenanthes alba,2,2,,,,,,,,,,,,,
5/4/18,"BS, WO",V89,PREALB,Prenanthes alba,5,3,,,,,,,,,,,,,
5/7/18,"SL, WO",V95,PREALB,Prenanthes alba,2,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",Z92,PREALB,Prenanthes alba,6,3,,,,,,,,,,,,,
5/23/18,CB,PP137,PRECRE,Prenanthes crepidinea,3,2,,,,,,,,,,,,,
5/18/18,"CB, PB, WO",EE132,PRUAME,Prunus americana,1,2,1,,,,,,,,,,,,
6/5/18,"JL, SL",FF132,PRUAME,Prunus americana,1,2,,,,,,,,,,,,,
6/6/18,JL,SS104,PRUAME,Prunus americana,5,3,4,,,,,,,,,,,,
6/6/18,"JL, SL ",SS105,PRUAME,Prunus americana,15,3,13,,,,,,,,,,,,
6/6/18,"JL, SL ",SS109,PRUAME,Prunus americana,70,5,23,,,,,,,,,,,,
5/22/18,JLL,UU100,PRUAME,Prunus americana,5,3,,,,,,,,,,,,,
6/6/18,JL,XX104,PRUAME,Prunus americana,10,3,6,8 seedlings of PRUAME in shrub quadrat,,,,,,,,,,,
5/22/18,JLL,QQ107,Prunus sp.,Prunus sp.,5,3,,,,,,,,,,,,,
5/22/18,JLL,RR107,Prunus sp.,Prunus sp.,5,3,5,all are resprouts from cut stems,,,,,,,,,,,
5/22/18,JLL,SS102,Prunus sp.,Prunus sp.,5,3,5,,,,,,,,,,,,
5/7/18,"PB, SZ",CC99,PRUSER,Prunus serotina,3,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",DD90,PRUSER,Prunus serotina,3,2,,,,,,,,,,,,,
5/3/18,"BS, WO",FF112,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/16/18,"CB, WO",HD142,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/21/18,CB,T74,PRUSER,Prunus serotina,3,2,1,,,,,,,,,,,,
5/9/18,"PB, WO",UU125,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/9/18,"PB, WO",WW124,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",WW137,PRUSER,Prunus serotina,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",Y141,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/9/18,"PB, WO",YY122,PRUSER,Prunus serotina,1,2,,,,,,,,,,,,,
5/23/18,CB,YY123,PRUSER,Prunus serotina,2,2,1,,,,,,,,,,,,
5/9/18,"BS, SML",DD145,PRUSER,Prunus serotina ,3,2,,,,,,,,,,,,,
5/9/18,"BS, SML",GG146,PRUSER,Prunus serotina ,1,2,,,,,,,,,,,,,
5/2/18,"BS, WO",AZ133,PRUVIR,Prunus virginiana,2,2,,,,,,,,,,,,,
5/19/18,CB,FF114,PRUVIR,Prunus virginiana,7,3,,,,,,,,,,,,,
5/15/18,"CB, PB",HA132,PRUVIR,Prunus virginiana,1,2,,,,,,,,,,,,,
5/16/18,"CB, WO",HB143,PRUVIR,Prunus virginiana,6,3,,,,,,,,,,,,,
5/17/18,CB,HD143,PRUVIR,Prunus virginiana,9,3,,,,,,,,,,,,,
4/30/18,"CB, PB",J110,PRUVIR,Prunus virginiana,2,2,,,,,,,,,,,,,
5/15/18,"MO, WS",LL141,PRUVIR,Prunus virginiana,10,3,,mostly honeysuckle brush pile,,,,,,,,,,,
5/1/18,"WS, JLL",M118,PRUVIR,Prunus virginiana,10,3,,,,,,,,,,,,,
5/10/18,"BS, SL",NN146,PRUVIR,Prunus virginiana,3,2,,,,,,,,,,,,,
5/1/18,"CB, PB",O108,PRUVIR,Prunus virginiana,8,3,,,,,,,,,,,,,
5/16/18,"BS, WS",PP143,PRUVIR,Prunus virginiana,1,2,,,,,,,,,,,,,
5/8/18,"KS, WO",Q96,PRUVIR,Prunus virginiana,6,3,,,,,,,,,,,,,
5/17/18,"BS, WS",QQ139,PRUVIR,Prunus virginiana,6,3,,,,,,,,,,,,,
5/4/18,"BS, WO",V89,PRUVIR,Prunus virginiana,4,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,PRUVIR,Prunus virginiana,3,2,,,,,,,,,,,,,
5/18/18,CB,XX147,PRUVIR,Prunus virginiana,5,3,,,,,,,,,,,,,
5/2/18,"CB, PB",Y105,PRUVIR,Prunus virginiana,4,2,,,,,,,,,,,,,
5/1/18,PB,Y110,PRUVIR,Prunus virginiana,15,3,,,,,,,,,,,,,
5/23/18,CB,YY123,PRUVIR,Prunus virginiana,2,2,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ132,PRUVIR,Prunus virginiana,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",HH130,PRUVUV,Prunella vulgaris,1,2,,,,,,,,,,,,,
5/2/18,JLL,L126,PRUVUV,Prunella vulgaris,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",OO110,PRUVUV,Prunella vulgaris,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",PP102,PRUVUV,Prunella vulgaris,1,2,,,,,,,,,,,,,
5/7/18,"WO, SL",U95,PRUVUV,Prunella vulgaris,6,3,,,,,,,,,,,,,
6/6/18,"JL, SL, SZ",HH105,PRUVUV,Prunella vulgaris ,1,2,,,,,,,,,,,,,
5/8/18,"MO, PB",CC86,PTETRT,Ptelea trifoliata ,3,2,,,,,,,,,,,,,
5/18/18,"PB, WO",HH130,PYRCAL,Pyrus calleryana,3,2,,,,,,,,,,,,,
5/19/18,CB,FF114,QUEALB,Quercus alba,3,2,2,,,,,,,,,,,,
5/19/18,CB,GG113,QUEALB,Quercus alba,1,2,1,,,,,,,,,,,,
5/19/18,CB,II118,QUEALB,Quercus alba,3,2,1,,,,,,,,,,,,
6/6/18,"SL, SZ",MM97,QUEALB,Quercus alba,1,2,,,,,,,,,,,,,
5/17/18,"BS, WS",QQ139,QUEALB,Quercus alba,2,2,,,,,,,,,,,,,
5/21/18,CB,T74,QUEALB,Quercus alba,2,2,1,,,,,,,,,,,,
5/7/18,"SL, WO",W95,QUEALB,Quercus alba,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",CC99,Quercus sp.,Quercus sp.,1,2,,,,,,,,,,,,,
5/22/18,JLL,NN100,Quercus sp.,Quercus sp.,1,2,,,,,,,,,,,,,
5/23/18,JLL,RR116,Quercus sp.,Quercus sp.,5,3,3,seedlings,,,,,,,,,,,
5/8/18,"JLL, SML",V84,Quercus sp.,Quercus sp.,1,2,,seedling coming from acorn,,,,,,,,,,,
6/6/18,"SL, SZ",CC76,QUERUB,Quercus rubra,1,2,,quadrat partially includes tree specimen(s) cage and mulch application,,,,,,,,,,,
5/19/18,CB,QQ111,QUERUB,Quercus rubra,2,2,1,,,,,,,,,,,,
5/22/18,CB,AA79,RANABO,Ranunculus abortivus,4,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",E111,RANABO,Ranunculus abortivus,1,2,,,,,,,,,,,,,
5/8/18,"MO, PB",HH87,RANABO,Ranunculus abortivus,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",HH96,RANABO,Ranunculus abortivus,2,2,,,,,,,,,,,,,
5/2/18,CB  ,II105,RANABO,Ranunculus abortivus,3,2,,,,,,,,,,,,,
5/22/18,JLL,LL102,RANABO,Ranunculus abortivus,1,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",MM97,RANABO,Ranunculus abortivus,1,2,,,,,,,,,,,,,
5/23/18,JLL,NN89,RANABO,Ranunculus abortivus,2,2,,,,,,,,,,,,,
5/22/18,JLL,PP96,RANABO,Ranunculus abortivus,3,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",RR95,RANABO,Ranunculus abortivus,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",W137,RANABO,Ranunculus abortivus,2,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",Y80,RANABO,Ranunculus abortivus,1,2,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ134,RANABO,Ranunculus abortivus,2,2,,,,,,,,,,,,,
4/30/18,"WO, SZ",H115,RANABO,Ranunculus abortivus ,2,2,,,,,,,,,,,,,
5/3/18,"BS, WO",BB118,RANHIS,Ranunculus hispidus,1,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC110,RANHIS,Ranunculus hispidus,8,3,,,,,,,,,,,,,
5/18/18,"PB, WO",DD130,RANHIS,Ranunculus hispidus,15,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",F122,RANHIS,Ranunculus hispidus,25,4,,,,,,,,,,,,,
5/10/18,"BS, SL",GG135,RANHIS,Ranunculus hispidus,6,3,,,,,,,,,,,,,
5/3/18,"WO, SZ",I117,RANHIS,Ranunculus hispidus,2,2,,,,,,,,,,,,,
5/16/18,"BS, WS",II142,RANHIS,Ranunculus hispidus,1,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",JJ129,RANHIS,Ranunculus hispidus,6,3,,,,,,,,,,,,,
5/18/18,"PB, WO",KK122,RANHIS,Ranunculus hispidus,2,2,,,,,,,,,,,,,
5/15/18,"MO, WS",LL141,RANHIS,Ranunculus hispidus,5,3,,hoop in brush pile - lots of HYDCAN just outside of hoop- brush pile on top of colony,,,,,,,,,,,
5/7/18,"JLL, WS",NN110,RANHIS,Ranunculus hispidus,1,2,,,,,,,,,,,,,
5/10/18,"BS, TP",NN145,RANHIS,Ranunculus hispidus,1,2,,,,,,,,,,,,,
5/8/18,"KC, WO",R86,RANHIS,Ranunculus hispidus,5,3,,,,,,,,,,,,,
5/23/18,CB,RR134,RANHIS,Ranunculus hispidus,5,3,,,,,,,,,,,,,
5/15/18,"MO, WS",SS136,RANHIS,Ranunculus hispidus,2,2,,,,,,,,,,,,,
5/2/18,"BS, WO",T127,RANHIS,Ranunculus hispidus,6,2,,,,,,,,,,,,,
6/5/18,"JL, SL",TT121,RANHIS,Ranunculus hispidus,65,2,,,,,,,,,,,,,
5/2/18,"BS, WO",U125,RANHIS,Ranunculus hispidus,8,2,,,,,,,,,,,,,
5/21/18,CB,V73,RANHIS,Ranunculus hispidus,60,5,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,RANHIS,Ranunculus hispidus,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X78,RANHIS,Ranunculus hispidus,1,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",Y115,RANHIS,Ranunculus hispidus,15,3,,40% in water,,,,,,,,,,,
5/18/18,"CB, PB, WO",Y135,RANHIS,Ranunculus hispidus,30,4,,,,,,,,,,,,,
5/15/18,"SZ, WO",YY137,RANHIS,Ranunculus hispidus,2,2,,,,,,,,,,,,,
5/18/18,CB,YY140,RANHIS,Ranunculus hispidus,18,3,,at edge of buttonbush wetland,,,,,,,,,,,
5/3/18,"BS, WO",Z122,RANHIS,Ranunculus hispidus,25,4,,,,,,,,,,,,,
5/21/18,CB,Z124,RANHIS,Ranunculus hispidus,60,5,,,,,,,,,,,,,
5/22/18,CB,Z82,RANHIS,Ranunculus hispidus,5,3,,,,,,,,,,,,,
5/22/18,CB,EE78,RANHIS,Ranunculus hispidus ,3,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z86,RANHIS,Ranunculus hispidus,30,4,,,,,,,,,,,,,
5/1/18,"WO, SZ",A126,Ranunculus sp.,Ranunculus sp.,2,2,,Ranunculus hispidus?,,,,,,,,,,,
5/9/18,"BS, SL",BB140,Ranunculus sp.,Ranunculus sp.,1,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A133,RHACAT,Rhamnus cathartica,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A135,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/20/18,CB,A137,RHACAT,Rhamnus cathartica,3,2,1,,,,,,,,,,,,
5/10/18,"JLL, WS",B115,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/9/18,"BS, SML",BB144,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C120,RHACAT,Rhamnus cathartica,4,2,,,,,,,,,,,,,
5/20/18,CB,C136,RHACAT,Rhamnus cathartica,4,2,1,,,,,,,,,,,,
5/4/18,"JLL, PB",CC110,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",D134,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/9/18,"BS, SML",DD148,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/10/18,"BS, SL",EE134,RHACAT,Rhamnus cathartica,8,3,,,,,,,,,,,,,
5/2/18,"JLL, PB",G137,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/18/18,PB,HA124,RHACAT,Rhamnus cathartica,2,2,,2 seedlings,,,,,,,,,,,
5/16/18,PB,HA124,RHACAT,Rhamnus cathartica,7,3,,,,,,,,,,,,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,6,3,,,,,,,,,,,,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,7,3,,seedlings,,,,,,,,,,,
5/16/18,PB,HB126,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/15/18,"CB, PB",HB131,RHACAT,Rhamnus cathartica,6,3,,,,,,,,,,,,,
5/17/18,CB,HB146,RHACAT,Rhamnus cathartica,4,2,,,,,,,,,,,,,
5/16/18,PB,HC126,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/16/18,"CB, WO",HC142,RHACAT,Rhamnus cathartica,3,2,,,,,,,,,,,,,
5/17/18,CB,HD134,RHACAT,Rhamnus cathartica,3,2,,,,,,,,,,,,,
5/17/18,CB,HD146,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/17/18,CB,HD147,RHACAT,Rhamnus cathartica,3,2,,most of area devoid of herbs,,,,,,,,,,,
5/15/18,"SZ, WO",II130,RHACAT,Rhamnus cathartica,6,3,,,,,,,,,,,,,
5/15/18,"SZ, WO",JJ129,RHACAT,Rhamnus cathartica,8,3,,,,,,,,,,,,,
5/18/18,"PB, WO",KK122,RHACAT,Rhamnus cathartica,5,3,,,,,,,,,,,,,
5/7/18,"JLL, WS",MM108,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",N142,RHACAT,Rhamnus cathartica,20,3,12,,,,,,,,,,,,
5/10/18,"JLL, WS",N144,RHACAT,Rhamnus cathartica,8,3,8,,,,,,,,,,,,
5/4/18,"JLL, PB",NN114,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",NN126,RHACAT,Rhamnus cathartica,20,3,,,,,,,,,,,,,
5/15/18,"MO, WS",NN136,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/9/18,"JLL, WS",OO129,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/22/18,JLL,PP107,RHACAT,Rhamnus cathartica,3,2,,,,,,,,,,,,,
5/23/18,CB,PP124,RHACAT,Rhamnus cathartica,10,3,2,,,,,,,,,,,,
5/9/18,"JLL, WS",PP134,RHACAT,Rhamnus cathartica,1,2,1,,,,,,,,,,,,
5/17/18,"BS, WS",QQ139,RHACAT,Rhamnus cathartica,20,3,1,,,,,,,,,,,,
5/9/18,"PB, WO",RR128,RHACAT,Rhamnus cathartica,7,3,,,,,,,,,,,,,
5/23/18,CB,RR134,RHACAT,Rhamnus cathartica,3,2,1,,,,,,,,,,,,
5/2/18,"WS, JLL",S134,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S72,RHACAT,Rhamnus cathartica,1,2,,Cut stem (mowed),,,,,,,,,,,
6/5/18,"JL, SL",TT121,RHACAT,Rhamnus cathartica,25,2,2,,,,,,,,,,,,
5/10/18,"PB, WO",TT133,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/7/18,"WO, SL",U95,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/7/18,"SL, WO",U98,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
6/5/18,"JL, SL",UU121,RHACAT,Rhamnus cathartica,15,3,,,,,,,,,,,,,
5/11/18,PB,UU129,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
6/5/18,"MO, SZ",XX121,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",Y141,RHACAT,Rhamnus cathartica,1,2,,,,,,,,,,,,,
5/9/18,"BS, SML",Y147,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/9/18,"PB, WO",YY122,RHACAT,Rhamnus cathartica,2,2,3,,,,,,,,,,,,
5/23/18,CB,YY123,RHACAT,Rhamnus cathartica,10,3,13,,,,,,,,,,,,
5/15/18,"SZ, WO",YY137,RHACAT,Rhamnus cathartica,2,2,,,,,,,,,,,,,
5/18/18,CB,YY140,RHACAT,Rhamnus cathartica,5,3,,,,,,,,,,,,,
5/22/18,"CB,JLL",Z108,RHACAT,Rhamnus cathartica,5,3,2,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ134,RHACAT,Rhamnus cathartica,3,2,2,,,,,,,,,,,,
5/20/18,CB,S92,RIBAME,Ribes americanum,5,3,,,,,,,,,,,,,
5/3/18,"WS, JLL",BB121,Ribes sp.,Ribes sp.,1,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,Ribes sp.,Ribes sp.,3,2,,,,,,,,,,,,,
5/18/18,CB,XX147,Ribes sp.,Ribes sp.,4,2,,gooseberry,,,,,,,,,,,
5/23/18,CB,YY119,Ribes sp.,Ribes sp.,4,2,,"thornless, not Americana",,,,,,,,,,,
5/4/18,"BS, WO",EE120,RIBMIS,Ribes missouriense,1,2,,,,,,,,,,,,,
5/2/18,JLL,F112,RIBMIS,Ribes missouriense,1,2,,,,,,,,,,,,,
5/23/18,JLL,NN140,RIBMIS,Ribes missouriense,4,2,1,,,,,,,,,,,,
5/10/18,"BS, TP",NN145,RIBMIS,Ribes missouriense,5,3,,,,,,,,,,,,,
5/16/18,"BS, WS",QQ140,RIBMIS,Ribes missouriense,17,3,,,,,,,,,,,,,
5/17/18,"BS, WS",RR138,RIBMIS,Ribes missouriense,3,2,,,,,,,,,,,,,
5/9/18,"PB, WO",RR129,ROBPSE,Robinia pseudoacacia,5,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",AY127,Rosa sp.,Rosa sp.,2,2,,,,,,,,,,,,,
5/9/18,"BS, SML",DD148,Rosa sp.,Rosa sp.,1,2,,,,,,,,,,,,,
5/2/18,"WS, JLL",O136,Rosa sp.,Rosa sp.,3,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",N144,ROSCAR,Rosa carolina,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",Y141,ROSCAR,Rosa carolina,2,2,,,,,,,,,,,,,
5/9/18,"BS, SL",BB141,ROSMUL,Rosa multiflora,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",C120,ROSMUL,Rosa multiflora,2,2,,,,,,,,,,,,,
5/18/18,"PB, WO",DD130,ROSMUL,Rosa multiflora,3,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,ROSMUL,Rosa multiflora,1,2,,,,,,,,,,,,,
5/16/18,"CB, WO",HD142,ROSMUL,Rosa multiflora,2,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",II130,ROSMUL,Rosa multiflora,4,2,,,,,,,,,,,,,
5/22/18,JLL,PP107,ROSMUL,Rosa multiflora,3,2,,,,,,,,,,,,,
5/9/18,"JLL, WS",PP134,ROSMUL,Rosa multiflora,3,2,,,,,,,,,,,,,
5/9/18,"JLL, WS",QQ131,ROSMUL,Rosa multiflora,1,2,,,,,,,,,,,,,
5/15/18,"MO, WS",TT140,ROSMUL,Rosa multiflora,3,2,,,,,,,,,,,,,
5/11/18,PB,XX129,ROSMUL,Rosa multiflora,1,2,,,,,,,,,,,,,
5/23/18,CB,YY119,ROSMUL,Rosa multiflora,4,2,,,,,,,,,,,,,
5/18/18,CB,YY140,ROSMUL,Rosa multiflora,9,3,,,,,,,,,,,,,
5/15/18,"CB, PB",ZZ134,ROSMUL,Rosa multiflora,7,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",C123,RUBALL,Rubus allegheniensis,5,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",C125,RUBALL,Rubus allegheniensis,3,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",D125,RUBALL,Rubus allegheniensis,3,2,,,,,,,,,,,,,
6/6/18,"JL, SL, SZ",HH105,RUBALL,Rubus allegheniensis,4,2,,,,,,,,,,,,,
6/6/18,"SL, SZ",MM97,RUBALL,Rubus allegheniensis,6,3,,,,,,,,,,,,,
5/8/18,"JLL, SML",R75,RUBALL,Rubus allegheniensis,2,2,,,,,,,,,,,,,
5/22/18,JLL,RR107,RUBALL,Rubus allegheniensis,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S75,RUBALL,Rubus allegheniensis,2,2,,,,,,,,,,,,,
5/7/18,"SL, WO",S97,RUBALL,Rubus allegheniensis,1,2,,,,,,,,,,,,,
6/6/18,"JL, SL ",SS109,RUBALL,Rubus allegheniensis,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W72,RUBALL,Rubus allegheniensis,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",W87,RUBALL,Rubus allegheniensis,2,2,,,,,,,,,,,,,
5/22/18,JLL,WW102,RUBALL,Rubus allegheniensis,5,3,,2 stems > 30 cm,,,,,,,,,,,
5/8/18,"JLL, SML",X76,RUBALL,Rubus allegheniensis,1,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X87,RUBALL,Rubus allegheniensis,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",R75,RUBIDS,Rubus strigosus,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",S72,RUBIDS,Rubus strigosus,1,2,,or R. occidentalis?,,,,,,,,,,,
5/8/18,"JLL, SML",W71,RUBIDS,Rubus strigosus,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",A116,RUBOCC,Rubus occidentalis,1,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A133,RUBOCC,Rubus occidentalis,4,2,,,,,,,,,,,,,
5/2/18,"BS, WO",A135,RUBOCC,Rubus occidentalis,8,3,,,,,,,,,,,,,
5/2/18,"BS, WO",AZ133,RUBOCC,Rubus occidentalis,5,3,,,,,,,,,,,,,
5/1/18,"WO, SZ",B128,RUBOCC,Rubus occidentalis,5,3,,,,,,,,,,,,,
5/22/18,CB,CC78,RUBOCC,Rubus occidentalis,50,5,,,,,,,,,,,,,
5/10/18,"JLL, WS",D113,RUBOCC,Rubus occidentalis,1,2,,,,,,,,,,,,,
5/18/18,"PB, WO",EE128,RUBOCC,Rubus occidentalis,2,2,,,,,,,,,,,,,
5/2/18,CB  ,HH103,RUBOCC,Rubus occidentalis,4,2,,,,,,,,,,,,,
5/2/18,CB  ,II105,RUBOCC,Rubus occidentalis,5,3,,,,,,,,,,,,,
6/6/18,"JL, SL ",NN97,RUBOCC,Rubus occidentalis,4,2,,,,,,,,,,,,,
5/22/18,JLL,PP92,RUBOCC,Rubus occidentalis,2,2,,,,,,,,,,,,,
5/21/18,CB,Q127,RUBOCC,Rubus occidentalis,17,3,,,,,,,,,,,,,
6/6/18,"JL, SL ",RR95,RUBOCC,Rubus occidentalis,5,2,,,,,,,,,,,,,
5/22/18,JLL,SS106,RUBOCC,Rubus occidentalis,2,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",SS113,RUBOCC,Rubus occidentalis,1,2,,,,,,,,,,,,,
5/7/18,"WO, SL",U95,RUBOCC,Rubus occidentalis,4,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",V76,RUBOCC,Rubus occidentalis,8,3,,,,,,,,,,,,,
5/3/18,"BS, WO",W137,RUBOCC,Rubus occidentalis,3,2,,,,,,,,,,,,,
5/15/18,"SZ, WO",WW137,RUBOCC,Rubus occidentalis,4,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X76,RUBOCC,Rubus occidentalis,1,1,,,,,,,,,,,,,
5/18/18,CB,XX147,RUBOCC,Rubus occidentalis,3,2,,,,,,,,,,,,,
5/22/18,CB,Z82,RUBOCC,Rubus occidentalis,17,3,,,,,,,,,,,,,
5/20/18,CB,A137,Rubus sp.,Rubus sp.,5,3,,,,,,,,,,,,,
5/4/18,"JLL, PB",CC109,Rubus sp.,Rubus sp.,1,2,,small resprout,,,,,,,,,,,
5/4/18,"JLL, PB",EE108,Rubus sp.,Rubus sp.,1,2,,,,,,,,,,,,,
5/2/18,JLL,F112,Rubus sp.,Rubus sp.,2,2,,,,,,,,,,,,,
4/30/18,"WS, JLL",F113,Rubus sp.,Rubus sp.,2,2,,,,,,,,,,,,,
4/30/18,"WS, JLL",F114,Rubus sp.,Rubus sp.,1,2,,,,,,,,,,,,,
5/7/18,"JLL, WS",LL103,Rubus sp.,Rubus sp.,1,2,,,,,,,,,,,,,
5/4/18,"JLL, PB",LL114,Rubus sp.,Rubus sp.,1,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",W146,Rubus sp.,Rubus sp.,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",Z76,Rubus sp.,Rubus sp.,1,2,,,,,,,,,,,,,
5/7/18,"PB, SZ",FF94,RUDHIR,Rudbeckia hirta,1,2,,,,,,,,,,,,,
5/22/18,JLL,MM102,RUMCRI,Rumex crispus,2,2,,,,,,,,,,,,,
5/22/18,JLL,RR99,RUMCRI,Rumex crispus,2,2,,,,,,,,,,,,,
5/10/18,"JLL, WS",X143,RUMCRI,Rumex crispus,1,2,,,,,,,,,,,,,
5/2/18,JLL,N128,Rumex sp.,Rumex sp.,1,2,,not curly leaf,,,,,,,,,,,
5/18/18,CB,YY146,Rumex sp.,Rumex sp.,5,3,,water dock,,,,,,,,,,,
5/18/18,"PB, WO",DD130,SAMCAN,Sambucus canadensis,4,2,,,,,,,,,,,,,
5/8/18,"MO, PB",DD86,SAMCAN,Sambucus canadensis,2,2,,,,,,,,,,,,,
5/8/18,"JLL, SML",X78,SAMCAN,Sambucus canadensis,1,2,,,,,,,,,,,,,
5/20/18,CB,S92,SAMCAN,Sambucus canadensis ,4,2,,,,,,,,,,,,,
5/4/18,"BS, WO",KK119,SANCAN,Sanguinaria canadensis,2,2,,,,,,,,,,,,,
5/18/18,CB,XX147,SANCAN,Sanguinaria canadensis,15,3,,,,,,,,,,,,,
5/2/18,"JLL, PB",AA114,SANCAN,Sanguinaria canadensis ,1,2,,,,,,,,,,,,,
5/2/18,"JLL, PB",AA117,SANCAN,Sanguinaria canadensis ,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",F122,SANCAN,Sanguinaria canadensis ,2,2,,,,,,,,,,,,,
5/1/18,"WO, SZ",I124,SANCAN,Sanguinaria canadensis ,2,2,,,,,,,,,,,,,
