PltSequence,Plot,Aspect,Slope,Group,Grp,Type,Elevation,CanopyOpenness,LnSlope,LnCanopyOpenness,BA,LnBA,InMoIndx,GLRichness,AlienRich,AlienCover,AlienNativeRatio,xRn,xRa_xRn,LnxRn,LnANratio,ASden,NSden,xRaS,xRnS,A_NSden,A_NxRS,GraminoidR,SpringR,SummerR,WoodyR,Spring_SummerRatio,WoodyCoverGL
395,V-95,215.537,0.6161,Q.alba,WOak,W.oak,225.3,14.08,-0.484345991,2.644755351,0.766873986,-0.265432786,138.74,13,0,0,0,13,0,2.63905733,0,0,0,0,0,1,1,0,5,6,1,0.857142857,2
68,VV-122,259.2865,2.6949,P.serot,Cherry,Cherry,207.8,8.66,0.991361098,2.158714723,0.860118711,-0.150684863,132.34,0,0,0,,0,,0,,8,0,2,0,9,3,0,0,0,0,1,0
139,VV-133,273.0125,1.3624,T.americana,B.wood,B'wood,219.5,9.36,0.30924785,2.23644529,0.550705926,-0.596554322,137.1,9,0,0,0,9,0,2.302585093,0,10,0,3,0,11,4,0,4,1,4,2.5,24
204,W-106,111.3707,3.5333,A.saccharum,Maple,Maple,219.5,8.81,1.262232278,2.17588744,0.303752221,-1.191542972,137.87,5,0,0,0,5,0,1.791759469,0,0,3,0,1,0.25,0.5,1,1,1,3,1,5
150,W-109,115.4268,4.8259,T.americana,B.wood,B'wood,215.7,7.49,1.573997246,2.013568798,0.178270481,-1.724453326,135.93,5,1,1,0.2,5,0.2,1.791759469,0.182321557,0,0,0,0,1,1,0,2,2,1,1,10
207,W-112,346.5349,5.2143,A.saccharum,Maple,Maple,216.2,9.15,1.651404851,2.213753879,0.730469558,-0.314067722,141.75,6,0,0,0,6,0,1.945910149,0,0,2,0,1,0.333333333,0.5,0,3,1,2,2,12
242,W-128,59.0361,1.67,Q.rubra,ROak,R.oak,212.5,8.02,0.512823626,2.081938422,0.918535322,-0.084974919,137.36,7,0,0,0,7,0,2.079441542,0,0,1,0,1,0.5,0.5,0,2,2,3,1,6
215,W-132,33.6901,7.1924,A.saccharum,Maple,Maple,211.9,8.77,1.973024913,2.171336806,1.793808756,0.584341156,143.96,3,0,0,0,3,0,1.386294361,0,0,1,0,1,0.5,0.5,0,1,1,1,1,10
72,W-136,41.9875,1.9264,J.nig-U.rub,WnutElm,W'nut,209.4,10.28,0.655652976,2.33020026,0.244480852,-1.408618288,136.81,13,1,6,0.076923077,13,0.076923077,2.63905733,0.074107972,5,0,1,0,6,2,0,3,7,3,0.5,65
311,W-71,193.1728,3.4529,Q.alba,WOak,W.oak,219.8,7.69,1.239214458,2.039920784,0.753084172,-0.283578275,133.48,7,0,0,0,7,0,2.079441542,0,1,0,1,0,2,2,0,2,3,2,0.75,67
360,W-72,208.8107,3.266,Q.alba,WOak,W.oak,220.4,6.05,1.183565995,1.800058272,0.260495961,-1.345167923,133.73,8,2,50,0.25,8,0.25,2.197224577,0.223143551,0,0,0,0,1,1,0,4,3,1,1.25,60
252,W-87,258.6898,1.8253,Q.rubra,ROak,R.oak,226.1,6.08,0.601744357,1.805004696,0.833172875,-0.182514125,138.68,8,1,3,0.125,8,0.125,2.197224577,0.117783036,0,0,0,0,1,1,0,1,2,5,0.666666667,45
271,W-91,56.976,3.4128,Q.rubra,ROak,R.oak,228.1,4.28,1.227533069,1.45395301,1.22802738,0.205409126,143.66,3,1,8,0.333333333,3,0.333333333,1.386294361,0.287682073,0,0,0,0,1,1,0,2,0,1,3,35
21,WW-102,338.8062,3.7586,F.am-U.am,AshElm,W.ash,212.2,83.08,1.324046548,4.419803999,0.048656479,-3.022970303,138.84,0,5,95,,0,,0,,0,0,0,0,1,1,0,0,0,0,1,0
98,WW-124,243.4347,1.281,J.nig-U.rub,WnutElm,W'nut,210.6,11.48,0.247641023,2.440606391,0.012667716,-4.368698569,133.98,5,3,31,0.6,5,0.6,1.791759469,0.470003629,0,2,0,1,0.333333333,0.5,1,0,2,2,0.333333333,28
74,WW-130,195.0464,6.8641,J.nig-U.rub,WnutElm,W'nut,214.9,9.13,1.926304931,2.211565695,0.524270099,-0.645748271,127.29,5,2,14,0.4,5,0.4,1.791759469,0.336472237,3,1,1,1,2,1,0,1,3,1,0.5,3
147,WW-137,212.4711,2.7992,T.americana,B.wood,B'wood,219.4,8.84,1.029333662,2.179286877,0.539408423,-0.617282253,134.14,10,0,0,0,10,0,2.397895273,0,0,1,0,1,0.5,0.5,0,5,1,3,3,7
82,WW-140,165.4657,1.9969,J.nig-U.rub,WnutElm,W'nut,225.9,8.56,0.691595978,2.14710019,0.627238642,-0.466428202,137.87,8,1,7,0.125,8,0.125,2.197224577,0.117783036,1,0,1,0,2,2,0,2,2,3,1,31
75,WW-146,297.6459,1.6974,J.nig-U.rub,WnutElm,W'nut,221.5,11.46,0.529097669,2.438862711,0.814390228,-0.205315632,138.43,7,1,10,0.142857143,7,0.142857143,2.079441542,0.133531393,2,3,1,1,0.75,1,0,1,3,3,0.5,66
113,X-110,152.2162,7.4857,F.penn,GAsh,G.ash,214.1,9.04,2.012994534,2.201659174,0.640800338,-0.445037356,129.32,2,1,8,0.5,2,0.5,1.098612289,0.405465108,0,0,0,0,1,1,1,1,1,0,1,0
241,X-118,265.601,1.867,Q.rubra,ROak,R.oak,213.4,8.86,0.624332865,2.181546765,1.296805276,0.25990376,134.81,9,0,0,0,9,0,2.302585093,0,0,0,0,0,1,1,0,5,2,2,2,9
378,X-121,63.6002,10.9779,Q.alba,WOak,W.oak,210.1,8.46,2.395884161,2.135349174,0.569574215,-0.562866189,143.9,4,0,0,0,4,0,1.609437912,0,0,1,0,1,0.5,0.5,0,1,3,0,0.5,0
349,X-125,318.3664,6.8663,Q.alba,WOak,W.oak,214.2,8.6,1.926625388,2.151762203,0.596916087,-0.515978733,139.44,5,1,18,0.2,5,0.2,1.791759469,0.182321557,0,1,0,1,0.5,0.5,0,2,1,2,1.5,4
333,X-76,56.3099,2.5805,Q.alba,WOak,W.oak,222,9.66,0.947983179,2.267993648,0.588363469,-0.530410378,141,12,1,1,0.083333333,12,0.083333333,2.564949357,0.080042708,0,4,0,3,0.2,0.25,0,1,7,3,0.25,30
282,X-78,344.0555,1.0427,Q.rubra,ROak,R.oak,219.4,22.38,0.041813503,3.108167703,0.212303832,-1.549736861,138.61,7,1,40,0.142857143,7,0.142857143,2.079441542,0.133531393,21,0,1,0,22,2,0,0,5,2,0.166666667,27
161,X-87,232.1244,1.6327,Q.macrocarpa,BurOak,B.oak,226.4,7.68,0.490235086,2.038619547,0.373617451,-0.984522863,137.91,6,1,1,0.166666667,6,0.166666667,1.945910149,0.15415068,0,1,0,1,0.5,0.5,0,3,2,1,1.333333333,10
280,X-93,315,0.6077,Q.rubra,ROak,R.oak,225.3,4.77,-0.49807394,1.562346305,1.436371583,0.3621202,139.96,5,1,60,0.2,5,0.2,1.791759469,0.182321557,1,2,1,1,0.666666667,1,0,1,2,2,0.666666667,17
14,XX-121,174.8053,1.5817,F.am-U.am,AshElm,W.ash,207.1,8.86,0.458500218,2.181546765,0.423566252,-0.859045338,132.14,2,2,95,1,2,1,1.098612289,0.693147181,11,1,2,1,6,1.5,0,0,1,1,0.5,2
200,XX-125,270,1.1458,A.saccharum,Maple,Maple,211.4,9.49,0.136103083,2.250238613,0.909117579,-0.095280843,134.62,2,2,10,1,2,1,1.098612289,0.693147181,15,1,3,1,8,2,0,0,2,0,0.333333333,0
58,XX-129,286.2602,7.125,P.serot,Cherry,Cherry,214.8,6.11,1.963609726,1.809926773,0.065024208,-2.732995648,134.84,2,1,1,0.5,2,0.5,1.098612289,0.405465108,15,1,1,1,8,1,0,0,0,2,1,2
125,XX-134,201.3703,1.7683,T.americana,B.wood,B'wood,218.6,8.1,0.570018633,2.091864062,1.012090636,0.012018128,135.18,9,2,7,0.222222222,9,0.222222222,2.302585093,0.200670696,5,0,2,0,6,3,0,2,4,3,0.6,86
135,XX-142,94.8994,2.5142,T.americana,B.wood,B'wood,222.8,9.14,0.921954662,2.212660385,0.420931848,-0.86528434,139.62,6,0,0,0,6,0,1.945910149,0,1,0,1,0,2,2,0,1,3,2,0.5,22
76,XX-147,302.0046,1.3511,J.nig-U.rub,WnutElm,W'nut,221.9,10.83,0.300919076,2.382320061,0.902722197,-0.102340417,138.97,5,1,5,0.2,5,0.2,1.791759469,0.182321557,0,4,0,2,0.2,0.333333333,0,1,2,2,0.666666667,15
205,Y-105,48.094,3.7477,A.saccharum,Maple,Maple,219.9,10.64,1.321142318,2.364620484,0.245327879,-1.405159682,141.96,2,0,0,0,2,0,1.098612289,0,0,7,0,1,0.125,0.5,0,0,0,2,1,12
186,Y-110,124.9919,1.7479,A.saccharum,Maple,Maple,216.7,10.22,0.558415067,2.324346585,0.717433289,-0.332075313,136.25,5,1,2,0.2,5,0.2,1.791759469,0.182321557,0,2,0,2,0.333333333,0.333333333,0,1,1,3,1,13
398,Y-112,167.9056,2.05,Q.alba,WOak,W.oak,213.4,9.52,0.717839793,2.253394849,2.224645641,0.799597641,133.58,7,0,0,0,7,0,2.079441542,0,0,3,0,1,0.25,0.5,0,2,3,2,0.75,7
182,Y-115,0.0007,0.8594,Q.macrocarpa,BurOak,B.oak,212.1,10.67,-0.151520808,2.367436065,0.692708816,-0.367145547,136.42,10,0,0,0,10,0,2.397895273,0,0,0,0,0,1,1,0,4,4,0,1,0
22,Y-121,48.6916,6.2676,F.am-U.am,AshElm,W.ash,206.8,9.5,1.835393506,2.251291799,0.014229218,-4.252457823,140.39,3,0,0,0,3,0,1.386294361,0,0,0,0,0,1,1,0,0,2,1,0.333333333,2
157,Y-128,94.3987,1.8669,Q.macrocarpa,BurOak,B.oak,210.8,10.86,0.624279301,2.385086315,1.438361853,0.363504864,135.64,7,1,1,0.142857143,7,0.142857143,2.079441542,0.133531393,0,0,0,0,1,1,0,5,1,1,3,3
201,Y-130,36.254,1.332,A.saccharum,Maple,Maple,209.8,9.45,0.286681572,2.246014742,0.494278967,-0.704655211,136.52,6,2,75,0.333333333,6,0.333333333,1.945910149,0.287682073,0,0,0,0,1,1,0,4,2,0,1.666666667,0
57,Y-147,281.309,1.0954,P.serot,Cherry,Cherry,210.1,7.14,0.091119593,1.965712776,0.631899206,-0.459025382,134.62,2,2,7,1,2,1,1.098612289,0.693147181,5,0,2,0,6,3,0,0,1,1,0.5,40
296,Y-80,29.7454,1.1547,Q.rubra,ROak,R.oak,218.5,13.73,0.14384057,2.61958322,0.282309184,-1.264752411,138.75,4,1,40,0.25,4,0.25,1.609437912,0.223143551,9,8,1,1,1.111111111,1,0,1,2,1,0.666666667,4
353,Y-84,286.3897,2.5366,Q.alba,WOak,W.oak,223.5,12.08,0.930824602,2.491551193,0.84589052,-0.167365337,138.66,3,1,60,0.333333333,3,0.333333333,1.386294361,0.287682073,0,2,0,1,0.333333333,0.5,1,1,1,1,1,2
278,Y-90,42.7973,2.6335,Q.rubra,ROak,R.oak,225.9,7.67,0.96831376,2.037316615,1.651805863,0.501869152,142.53,4,2,40,0.5,4,0.5,1.609437912,0.405465108,0,0,0,0,1,1,0,2,1,1,1.5,6
249,Y-96,202.6199,1.8615,Q.rubra,ROak,R.oak,226.5,12.14,0.621382614,2.496505786,0.435064102,-0.832261898,137.57,9,2,5,0.222222222,9,0.222222222,2.302585093,0.200670696,9,0,1,0,10,2,0,2,5,1,0.5,1
15,YY-119,177.8791,1.9343,F.am-U.am,AshElm,W.ash,207.2,10.06,0.659745504,2.308567165,0.404102834,-0.906085894,131.75,4,5,26,1.25,4,1.25,1.609437912,0.810930216,14,1,2,1,7.5,1.5,0,0,2,2,0.333333333,12
59,YY-123,273.5757,2.2951,P.serot,Cherry,Cherry,210.2,10.58,0.830776416,2.358965426,0.289186139,-1.240684719,133.9,3,2,140,0.666666667,3,0.666666667,1.386294361,0.510825624,12,0,2,0,13,3,0,1,0,2,2,3
388,YY-132,293.682,4.4487,Q.alba,WOak,W.oak,219.2,6.93,1.492611919,1.935859813,1.330372003,0.285458605,137.81,0,1,1,,0,,0,,5,0,1,0,6,2,0,0,0,0,1,0
86,YY-137,196.2603,7.125,J.nig-U.rub,WnutElm,W'nut,225.1,8.91,1.963609726,2.187174241,0.934824698,-0.067396256,129.89,7,0,0,0,7,0,2.079441542,0,0,0,0,0,1,1,0,4,2,1,1.666666667,45
137,YY-140,160.3466,2.1284,T.americana,B.wood,B'wood,224.5,9.14,0.755370524,2.212660385,0.26282524,-1.336265954,137.35,10,1,20,0.1,10,0.1,2.397895273,0.09531018,8,1,2,1,4.5,1.5,0,7,1,2,4,40
301,Z-118,354.473,2.2295,Q.alba,WOak,W.oak,212.2,9.2,0.801777345,2.219203484,0.972049712,-0.028348332,138.07,4,1,15,0.25,4,0.25,1.609437912,0.223143551,0,0,0,0,1,1,2,2,1,1,1.5,20
151,Z-122,201.5013,2.5386,T.americana,B.wood,B'wood,207.2,8.65,0.931612748,2.157559321,0.492386066,-0.708492183,130.95,7,1,20,0.142857143,7,0.142857143,2.079441542,0.133531393,0,0,0,0,1,1,0,4,2,1,1.666666667,2
159,Z-124,244.7221,5.6839,Q.macrocarpa,BurOak,B.oak,208.6,8.51,1.737637617,2.141241943,0.342369244,-1.071865464,129.07,7,1,15,0.142857143,7,0.142857143,2.079441542,0.133531393,0,0,0,0,1,1,0,3,2,2,1.333333333,12
217,Z-128,319.2363,2.7401,A.saccharum,Maple,Maple,210.4,9.03,1.007994416,2.200552367,1.0656856,0.063618348,136.75,4,0,0,0,4,0,1.609437912,0,0,2,0,1,0.333333333,0.5,0,1,2,1,0.666666667,5
383,Z-132,18.4342,1.1323,Q.alba,WOak,W.oak,208.9,8.2,0.124250962,2.104134154,0.383778274,-0.957690305,135.86,7,1,10,0.142857143,7,0.142857143,2.079441542,0.133531393,0,0,0,0,1,1,0,3,3,1,1,8
9,Z-76,74.7456,0.8165,F.am-U.am,AshElm,W.ash,221.6,25.97,-0.202728367,3.256942026,0.299084049,-1.207030645,138.87,10,0,0,0,10,0,2.397895273,0,9,0,1,0,10,2,0,1,7,2,0.25,33
235,Z-82,240.9453,3.6818,Q.rubra,ROak,R.oak,219.9,12.13,1.303401763,2.495681723,0.480337537,-0.73326622,133.94,2,2,4,1,2,1,1.098612289,0.693147181,0,0,0,0,1,1,0,1,0,1,2,20
87,Z-86,330.255,3.4603,J.nig-U.rub,WnutElm,W'nut,224.6,7.78,1.241355291,2.051556338,0.479506839,-0.734997122,141.78,4,0,0,0,4,0,1.609437912,0,0,0,0,0,1,1,0,1,2,1,0.666666667,25
356,Z-92,326.3123,0.5164,Q.alba,WOak,W.oak,224.9,8.45,-0.66087362,2.134166441,0.919806771,-0.083591663,139.88,12,1,6,0.083333333,12,0.083333333,2.564949357,0.080042708,0,0,0,0,1,1,0,4,3,5,1.25,17
95,ZZ-130,169.1598,3.4232,J.nig-U.rub,WnutElm,W'nut,216,7.75,1.230575786,2.047692843,0.511796348,-0.669828491,132.77,3,1,10,0.333333333,3,0.333333333,1.386294361,0.287682073,5,1,1,1,3,1,0,1,1,1,1,1
286,ZZ-132,295.2328,6.8553,Q.rubra,ROak,R.oak,217.8,8.26,1.925022076,2.111424588,0.944860777,-0.056717688,137.35,3,1,6,0.333333333,3,0.333333333,1.386294361,0.287682073,4,1,2,1,2.5,1.5,0,1,0,2,2,62
136,ZZ-134,251.5649,3.1675,T.americana,B.wood,B'wood,221.4,8.47,1.152942633,2.136530509,0.924737073,-0.078245827,135.64,5,2,60,0.4,5,0.4,1.791759469,0.336472237,8,1,3,1,4.5,2,0,2,0,3,3,35
133,ZZ-142,172.8156,8.5267,T.americana,B.wood,B'wood,226.7,8.27,2.143202417,2.112634509,0.777757468,-0.251340541,129.61,4,0,0,0,4,0,1.609437912,0,0,4,0,1,0.2,0.5,0,1,2,1,0.666666667,25
